id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
al123212,anilist,10,20,,绫小路清隆,綾小路清隆,Kiyotaka Ayanokouji,Argos-4 / Ayanokoji / Aya-non / Kiyo-pon,男,,16-17,动画|漫画|轻小说,动画,ようこそ実力至上主義の教室へ,欢迎来到实力至上主义的教室,2017,动画,"[{""t"":""ようこそ実力至上主義の教室へ"",""cn"":""欢迎来到实力至上主义的教室"",""ty"":""动画"",""y"":2017,""pop"":447470},{""t"":""ようこそ実力至上主義の教室へ 2nd Season"",""cn"":""欢迎来到实力至上主义的教室 第二季"",""ty"":""动画"",""y"":2022,""pop"":261649},{""t"":""ようこそ実力至上主義の教室へ 3rd Season"",""cn"":""欢迎来到实力至上主义的教室 第三季"",""ty"":""动画"",""y"":2024,""pop"":188938},{""t"":""ようこそ実力至上主義の教室へ 4th Season 2年生編1学期"",""cn"":"""",""ty"":""动画"",""y"":2026,""pop"":117705},{""t"":""ようこそ実力至上主義の教室へ"",""cn"":""欢迎来到实力至上主义的教室"",""ty"":""轻小说"",""y"":2015,""pop"":41723},{""t"":""ようこそ実力至上主義の教室へ 5th Season"",""cn"":"""",""ty"":""动画"",""y"":"""",""pop"":16796}]",本作的主人公。虽然帅气程度在男生中排第五，但不善与人交流，一直试图交更多的朋友。D班真正的王牌与幕后，以堀北铃音作为掩护隐藏了自己的实力，虽然经常暗中帮助堀北，但也会为了自己的目的让她吃苦头。为了胜利不择手段，会利用可以利用的一切资源，不管是敌方或是友方。,16429,16429,0,189,,https://lain.bgm.tv/pic/crt/l/56/88/53768_crt_31O7O.jpg,https://lain.bgm.tv/r/400/pic/crt/l/56/88/53768_crt_31O7O.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b123212-ewZgUQr9vvEM.png|https://s4.anilist.co/file/anilistcdn/character/large/b123212-ewZgUQr9vvEM.png,,,https://anilist.co/character/123212,https://bgm.tv/character/53768,,53768
al216490,anilist,10,20,,撒旦,サタン,Satan,Wrathy McWrathface / Sully/Sully Dear / Avatar of Wrath / stn,男,,,动画|漫画|Galgame,动画,Obey Me!,,2021,动画,"[{""t"":""Obey Me!"",""cn"":"""",""ty"":""动画"",""y"":2021,""pop"":17415},{""t"":""うみねこのなく頃に"",""cn"":""海猫鸣泣之时"",""ty"":""Galgame"",""y"":2007,""pop"":13833},{""t"":""うみねこのなく頃に散"",""cn"":""海猫鸣泣之时散"",""ty"":""Galgame"",""y"":2009,""pop"":10973},{""t"":""Obey Me! The Anime Season 2"",""cn"":"""",""ty"":""动画"",""y"":2022,""pop"":4950},{""t"":""Obey Me! スペシャルアニメ 魔界大旅行"",""cn"":"""",""ty"":""动画"",""y"":2021,""pop"":3057},{""t"":""Obey Me! The Comic"",""cn"":"""",""ty"":""漫画"",""y"":2021,""pop"":797}]",贝阿朵莉切的家具，炼狱七姐妹中的三女，代表愤怒。,13833,390,13833,11,,https://lain.bgm.tv/pic/crt/l/3e/d7/9042_crt_UNdzu.jpg?r=1677396942,https://lain.bgm.tv/r/400/pic/crt/l/3e/d7/9042_crt_UNdzu.jpg?r=1677396942,https://s4.anilist.co/file/anilistcdn/character/medium/b216490-oj5kU9AkfhJO.png|https://s4.anilist.co/file/anilistcdn/character/large/b216490-oj5kU9AkfhJO.png|https://t.vndb.org/ch/62/105762.jpg|https://t.vndb.org/ch/38/32138.jpg,,Blond Short Straight Pale School Uniform Sweater Trousers Dress Shoes Student Green,https://anilist.co/character/216490,https://bgm.tv/character/9042,https://vndb.org/c87177,9042
bgm-bgm4198,vndb,10,20,,凉宫茜,涼宮 茜,Suzumiya Akane,,女,A,,动画|Galgame,Galgame,マブラヴ,Muv-Luv,2003,Galgame,"[{""t"":""マブラヴ"",""cn"":""Muv-Luv"",""ty"":""Galgame"",""y"":2003,""pop"":11564},{""t"":""マブラヴ　オルタネイティヴ"",""cn"":""Muv-Luv Alternative"",""ty"":""Galgame"",""y"":2006,""pop"":11333},{""t"":""マブラヴ ALTERED FABLE"",""cn"":""Muv-Luv ALTERED FABLE"",""ty"":""Galgame"",""y"":2007,""pop"":874},{""t"":""君が望む永遠"",""cn"":""你所期望的永远"",""ty"":""Galgame"",""y"":2001,""pop"":680},{""t"":""マブラヴ サプリメント"",""cn"":""Muv-Luv supplement"",""ty"":""Galgame"",""y"":2004,""pop"":521},{""t"":""マブラヴ オルタネイティヴ クロニクルズ 告白"",""cn"":"""",""ty"":""Galgame"",""y"":2011,""pop"":430}]",遙の妹。水泳部に所属しており中学の日本記録保持者でもある。水月に憧れており、そのせいか姉の遙よりも水月に似た性格をしている。遙と付き合っている孝之のことを「お兄ちゃん」と呼んで慕い、自身も孝之に甘えようとしては遙に注意されている。 第二章開始時は、白陵大付属柊学園に入学し水泳部のエースとして活躍している。学業と部活動を両立させつつ、毎日遙のお見舞いも欠かさないという厳しい生活を送っている。孝之とは完全に疎遠となっていたが、遙が目覚めた後に再会する。,11564,0,11564,53,,https://lain.bgm.tv/pic/crt/l/14/4c/4198_crt_PCddV.jpg?r=1440424854,https://lain.bgm.tv/r/400/pic/crt/l/14/4c/4198_crt_PCddV.jpg?r=1440424854,https://t.vndb.org/ch/88/188.jpg|https://t.vndb.org/ch/89/189.jpg|https://t.vndb.org/ch/14/113814.jpg,,Ahoge Shoulder-length Straight Teen Slim Pale Hard Worker Green Headband Jacket,,https://bgm.tv/character/4198,https://vndb.org/c156,4198
bgm-bgm1747,vndb,10,20,,时雨亚沙,時雨 亜沙,Shigure Asa,,女,,,动画|Galgame,Galgame,SHUFFLE!,,2004,Galgame,"[{""t"":""SHUFFLE!"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":4051},{""t"":""Really? Really!"",""cn"":"""",""ty"":""Galgame"",""y"":2006,""pop"":443},{""t"":""SHUFFLE! Love Rainbow"",""cn"":"""",""ty"":""Galgame"",""y"":2011,""pop"":72},{""t"":""Princess x Princess"",""cn"":"""",""ty"":""Galgame"",""y"":2021,""pop"":24},{""t"":""PRINCESS×PRINCESS"",""cn"":"""",""ty"":""Galgame"",""y"":2021,""pop"":0},{""t"":""SHUFFLE！"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":0}]",生日：10月20日。身高163cm，三围：87/60/85，兴趣是作蛋糕，喜欢蛋糕、祭典、努力，讨厌魔法。人物设定是铃平ひろ。 枫以前烹饪社的前辈。也因此跟禀结下了缘。 是个非常有活力的女孩。认真且可依赖的“大姐姐”一样的存在，有精神且在做人处世方面很在行。很会照顾人，但是令人意外的很会撒娇。和禀和枫在国中就认识了。烹饪社社长，拥有第一流的料理技巧。 其名字的由来来自麻。,4051,0,4051,39,,https://lain.bgm.tv/pic/crt/l/ed/83/1747_crt_FCcGF.jpg,https://lain.bgm.tv/r/400/pic/crt/l/ed/83/1747_crt_FCcGF.jpg,https://t.vndb.org/ch/32/4732.jpg,,Ahoge Waist Length+ Curtained Shoulder-length Straight Green Teen Slim Pale Magician,,https://bgm.tv/character/1747,https://vndb.org/c4675,1747
bgm-bgm11358,vndb,10,20,,圣女伊莲娜,コレット・アナスタシア,Colette Anastasia,Blind Saint / Saint Irene / 聖女 イレーヌ / 柯蕾特·阿纳斯塔西娅,女,A,,Galgame,Galgame,穢翼のユースティア,秽翼的尤斯蒂娅,2011,Galgame,"[{""t"":""穢翼のユースティア"",""cn"":""秽翼的尤斯蒂娅"",""ty"":""Galgame"",""y"":2011,""pop"":3089},{""t"":""穢翼のユースティア"",""cn"":""秽翼的尤斯蒂娅"",""ty"":""Galgame"",""y"":2011,""pop"":0},{""t"":""ドラマCD 『穢翼のユースティア 第1章 ～孤高の聖者～』"",""cn"":"""",""ty"":""音乐"",""y"":2011,""pop"":0}]",第29代圣女イレーヌ。 代替承担大崩落的责任而被处以极刑的前代圣女，她用祈祷之力让ノーヴァス・アイテル飘浮在空中。 在民众面前现身的机会少之又少，基本上只在教会深处的圣域里献上祈福。 从失去光明的那一刻起，她就被称之为「盲目的圣女」，在民众间有着极高的信仰。 当然，她的性格之类的只有极少部分人能知道，其他人都只是猜测的而已。 经常都被冷嘲热讽，似乎不怎么被好好对待。,3089,0,3089,215,,https://lain.bgm.tv/pic/crt/l/7d/f6/11358_crt_8e1BG.jpg,https://lain.bgm.tv/r/400/pic/crt/l/7d/f6/11358_crt_8e1BG.jpg,https://t.vndb.org/ch/38/149538.jpg,,White Waist Length+ Straight Teen Slim Pale Orphan Cooking Cowgirl Blowjob,,https://bgm.tv/character/11358,https://vndb.org/c526,11358
vndb-c18195,vndb,10,20,,浅叶葵,浅葉 葵,Asaba Aoi,,女,A,,Galgame,Galgame,恋がさくころ桜どき,恋花绽放樱飞时,2014,Galgame,,"Aoi is the PE teacher in Mihaya Highschool and is Yuuma's homeroom teacher. She is both Yuuma and Konami's mother. A kind and loving woman, she still loves both Yuuma and Konami like her own children and also likes to dote on them, despite…",2672,0,2672,3,,https://lain.bgm.tv/pic/crt/l/37/53/133404_crt_ZM3E5.jpg,https://lain.bgm.tv/r/400/pic/crt/l/37/53/133404_crt_ZM3E5.jpg,https://t.vndb.org/ch/83/23483.jpg,,Violet Shoulder-length Straight Slim Pale Cooking Violet Young-adult Dress Widow,,https://bgm.tv/character/133404,https://vndb.org/c18195,133404
vndb-c11618,vndb,10,20,,,烏丸 美唯,Karasuma Mii,ミィ / Mii,女,AB,,Galgame,Galgame,辻堂さんの純愛ロード,,2012,Galgame,"[{""t"":""辻堂さんの純愛ロード"",""cn"":"""",""ty"":""Galgame"",""y"":2012,""pop"":2008},{""t"":""辻堂さんのバージンロード"",""cn"":"""",""ty"":""Galgame"",""y"":2013,""pop"":352},{""t"":""みなとカーニバルＦＤ"",""cn"":"""",""ty"":""Galgame"",""y"":2017,""pop"":80}]","Hiroshi's classmate. She is also the best friend of Maika and her bandmate as well. Mii is popular among her class' boys because of her of her mother-like aura and her appearance; in reality, she is spoiled.",2008,0,2008,0,,https://t.vndb.org/ch/89/85789.jpg,https://t.vndb.org/ch/89/85789.jpg,,#746782 #3e2c3c #d4afa8 #f6e6da #ffffff,Brown Wavy Short Teen Slim Pale School Uniform Amber Airhead Spoiled,,,https://vndb.org/c11618,
al155706,anilist,10,20,2002,小舟澪,小舟澪,Mio Kofune,,女,A,15,动画|漫画|Galgame,动画,サマータイムレンダ,,2022,动画,"[{""t"":""サマータイムレンダ"",""cn"":"""",""ty"":""动画"",""y"":2022,""pop"":225877},{""t"":""サマータイムレンダ"",""cn"":"""",""ty"":""漫画"",""y"":2017,""pop"":23930},{""t"":""サマータイムレンダAnother Horizon"",""cn"":""夏日重现 Another Horizon"",""ty"":""Galgame"",""y"":2023,""pop"":0},{""t"":""サマータイムレンダ"",""cn"":""夏日重现"",""ty"":""漫画"",""y"":2018,""pop"":0},{""t"":""サマータイムレンダ"",""cn"":""夏日重现"",""ty"":""动画"",""y"":2022,""pop"":0}]",潮の実妹で、高校1年生。 運動が得意で水泳部に所属しており、肌は日焼けしている。 姉が亡くなったにも関わらず、帰ってきた慎平に対して明るく振る舞うなど、健気な一面を持つ。,1991,1991,0,288,,https://lain.bgm.tv/pic/crt/l/fc/bd/102530_crt_PQ3YN.jpg?r=1636653385,https://lain.bgm.tv/r/400/pic/crt/l/fc/bd/102530_crt_PQ3YN.jpg?r=1636653385,https://s4.anilist.co/file/anilistcdn/character/medium/b155706-guouOSwrSqso.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b155706-guouOSwrSqso.jpg,,,https://anilist.co/character/155706,https://bgm.tv/character/102530,,102530
al89464,anilist,10,20,,埃利·德·蒙贝尔,無名,Mumei,No-name / Young Master's Claw / 穗积 / Hélie de Montbel,女,,12,动画|轻小说|游戏,动画,甲鉄城のカバネリ,甲铁城的卡巴内利,2016,动画,"[{""t"":""甲鉄城のカバネリ"",""cn"":""甲铁城的卡巴内利"",""ty"":""动画"",""y"":2016,""pop"":197082},{""t"":""甲鉄城のカバネリ 〜海門決戦〜"",""cn"":"""",""ty"":""动画"",""y"":2019,""pop"":50086},{""t"":""甲鉄城のカバネリ 総集編｛後編｝燃える命"",""cn"":"""",""ty"":""动画"",""y"":2017,""pop"":16254},{""t"":""甲鉄城のカバネリ 総集編｛前編｝集う光"",""cn"":"""",""ty"":""动画"",""y"":2016,""pop"":14789},{""t"":""甲鉄城のカバネリ 無名爛漫"",""cn"":"""",""ty"":""动画"",""y"":2026,""pop"":1570},{""t"":""小説 甲鉄城のカバネリ"",""cn"":"""",""ty"":""轻小说"",""y"":2016,""pop"":343}]",无名曾接受过来自哈夫克的军事训练，也有丰富的佣兵经验，擅长信息干扰，精通多种战斗技巧。他是集单兵绕后、追踪伤害、闪光突破为一体的干员，对隐蔽突袭作战造诣极深，能在战场上出其不意地刺入敌方防御空缺。,1218,1218,0,431,,https://lain.bgm.tv/pic/crt/l/af/7b/37455_crt_0VMvn.jpg?r=1558009323,https://lain.bgm.tv/r/400/pic/crt/l/af/7b/37455_crt_0VMvn.jpg?r=1558009323,https://lain.bgm.tv/r/400/pic/crt/l/90/42/204026_crt_ylnJl.jpg?r=1784099840|https://lain.bgm.tv/pic/crt/l/90/42/204026_crt_ylnJl.jpg?r=1784099840|https://s4.anilist.co/file/anilistcdn/character/medium/b89464-3QoSJw8XzDkH.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b89464-3QoSJw8XzDkH.jpg,,,https://anilist.co/character/89464,https://bgm.tv/character/204026,,204026
vndb-c55458,vndb,10,20,,,フィーネ・ベルクマン,Fine Bergmann,,女,,,Galgame,Galgame,真剣で私に恋しなさい！A-5,,2016,Galgame,"[{""t"":""真剣で私に恋しなさい！A-5"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":791},{""t"":""真剣で私に恋しなさい！Ａ プラスディスク"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":286},{""t"":""真剣で私に恋しなさい! A 猟犬ルートアフター"",""cn"":"""",""ty"":""Galgame"",""y"":2019,""pop"":253}]",才女であり、神童と言われたマルギッテと同期で常に成績を争っていた。 その才能を国に捧げ続け、マルギッテと共に出世してゆく。 仕事に生きる人で、物事を合理的に考え 他者に隙を見せない。 プライベートは質素であり、料理なども合理性を求めすぎて味気ないものになる。 息抜きは豪快にビールを飲むことと、家で飼っている猫を愛でることぐらい。 友人に彼氏ができても気にせず、仕事をバリバリ頑張ろうと思っていたが、 自分と同じ仕事人間だと思っていたマルギッテに彼氏ができて、内心驚いている。,791,0,791,5,,https://lain.bgm.tv/pic/crt/l/4f/f8/47310_crt_PBZu0.jpg,https://lain.bgm.tv/r/400/pic/crt/l/4f/f8/47310_crt_PBZu0.jpg,https://t.vndb.org/ch/22/66122.jpg,,Shoulder-length Straight Slim Pale Doggy Style Blowjob Virgin Sex Grey Young-adult Glasses,,https://bgm.tv/character/47310,https://vndb.org/c55458,47310
