id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
bgm-bgm4835,vndb,10,18,,楠优爱,楠 優愛,Kusunoki Yua,女子Ａ / Girl A / 楠 美愛 / Kusunoki Mia,女,A,,动画|Galgame,Galgame,CHAOS;HEAD,混沌头,2008,Galgame,"[{""t"":""CHAOS;HEAD"",""cn"":""混沌头"",""ty"":""Galgame"",""y"":2008,""pop"":6530},{""t"":""CHAOS;HEAD NOAH"",""cn"":""混沌之脑：诺亚"",""ty"":""Galgame"",""y"":2009,""pop"":4138},{""t"":""カオスヘッド らぶChu☆Chu!"",""cn"":"""",""ty"":""Galgame"",""y"":2010,""pop"":247},{""t"":""CHAOS;HEAD"",""cn"":""混沌头"",""ty"":""Galgame"",""y"":2008,""pop"":0},{""t"":""CHAOS;HEAD らぶChu☆Chu!"",""cn"":""混沌之脑 LOVE ChuChu"",""ty"":""Galgame"",""y"":2010,""pop"":0},{""t"":""CHAOS;HEAD NOAH"",""cn"":""混沌之脑：诺亚"",""ty"":""Galgame"",""y"":2009,""pop"":0}]",ヒロインの一人。翠明学園3年生。誰に対しても敬語を使う心優しい眼鏡っ娘。普段は少し気弱でも一度決めた事はとことんやり遂げようとする性格。だが豹変すると冷徹かつ威圧的な口調と化して乱暴な手段を取るようになる。,6530,0,6530,20,,https://lain.bgm.tv/pic/crt/l/bc/29/4835_crt_3bu7G.jpg?r=1739760507,https://lain.bgm.tv/r/400/pic/crt/l/bc/29/4835_crt_3bu7G.jpg?r=1739760507,https://t.vndb.org/ch/18/4718.jpg|https://t.vndb.org/ch/23/199323.jpg,,Blond Waist Length+ Wavy Teen Slim Pale Sword Disaster Amber Glasses,,https://bgm.tv/character/4835,https://vndb.org/c4659,4835
bgm-bgm78047,vndb,10,18,,橘天衣,橘 天衣,Tachibana Takae,,女,A,,动画|Galgame,Galgame,真剣で私に恋しなさい！S,认真和我恋爱！S,2012,Galgame,"[{""t"":""真剣で私に恋しなさい！S"",""cn"":""认真和我恋爱！S"",""ty"":""Galgame"",""y"":2012,""pop"":5025},{""t"":""真剣で私に恋しなさい！A-3"",""cn"":"""",""ty"":""Galgame"",""y"":2014,""pop"":1374},{""t"":""真剣で私に恋しなさい！A-4"",""cn"":"""",""ty"":""Galgame"",""y"":2014,""pop"":1023},{""t"":""真剣で私に恋しなさい！A-5"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":791},{""t"":""真剣で私に恋しなさい！Ａ プラスディスク"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":286},{""t"":""みなとカーニバルＦＤ"",""cn"":"""",""ty"":""Galgame"",""y"":2017,""pop"":80}]",元・四天王。西でその圧倒的な速度を活かして猛威をふるっていたスピードクィーン。 しかし百代に敗れ、武者修行中に由紀江に破れて四天王の座を剝奪。ならばその力、国のために活かそうとおもったところ・・・大事故にあう。 紆余曲折あっていまは無職。これからの生き方を模索している。そこそこ何をやっても能力は高いのだが、生まれ持った運気が圧倒的に低いので何をしても最終的にうまくいかずちょっとやさぐれている。ささやかな幸せに、嬉しそうに喜ぶ。,5025,0,5025,9,,https://lain.bgm.tv/pic/crt/l/41/fd/78047_crt_iKBKk.jpg,https://lain.bgm.tv/r/400/pic/crt/l/41/fd/78047_crt_iKBKk.jpg,https://t.vndb.org/ch/60/44160.jpg,,Ponytail Long Straight Slim Pale Warrior Missionary Doggy Style Blowjob Sixty-nine,,https://bgm.tv/character/78047,https://vndb.org/c9896,78047
bgm-bgm61457,vndb,10,18,,岬镜子,岬 鏡子,Misaki Kyouko,,女,,,动画|Galgame,Galgame,Summer Pockets,夏日口袋,2018,Galgame,"[{""t"":""Summer Pockets"",""cn"":""夏日口袋"",""ty"":""Galgame"",""y"":2018,""pop"":4738},{""t"":""Summer Pockets"",""cn"":""夏日口袋"",""ty"":""Galgame"",""y"":2018,""pop"":0},{""t"":""Summer Pockets REFLECTION BLUE"",""cn"":""夏日口袋 REFLECTION BLUE"",""ty"":""Galgame"",""y"":2020,""pop"":0},{""t"":""Summer Pockets"",""cn"":""夏日口袋"",""ty"":""动画"",""y"":2025,""pop"":0}]",夏休みを見守る女性 身長：162cm 体重：50kg 3サイズ：B82 W60 H86 趣味：考古学 好物：カップうどん 原画：ふむゆん CV：高本めぐみ 羽依里の母親の妹で、羽依里にとっては叔母に当たる女性。考古学を嗜んでおリ、古物蒐集で加藤のば一ちゃんとは繋がっていた。今回の遺品整理を名目に羽依里を島に呼んだ当人。料理の腕前は致命的に独特で、その味付けはうみを震え上がらせる程である。しろはの母親である瞳とは同学年で昔からの友人同士。俯瞰的な視線でうみや羽依里を導いていく。,4738,0,4738,48,,https://lain.bgm.tv/pic/crt/l/35/d4/61457_crt_cSLgB.jpg?r=1726401020,https://lain.bgm.tv/r/400/pic/crt/l/35/d4/61457_crt_cSLgB.jpg?r=1726401020,https://t.vndb.org/ch/69/82269.jpg,,Brown Ponytail Long Straight Slim Pale Amber Young-adult Dress Glasses,,https://bgm.tv/character/61457,https://vndb.org/c68284,61457
al199890,anilist,10,18,,川井梨花,川井リカ,Rika Kawai,,女,,14-15,动画,动画,ワンダーエッグ・プライオリティ,奇蛋物语,2021,动画,"[{""t"":""ワンダーエッグ・プライオリティ"",""cn"":""奇蛋物语"",""ty"":""动画"",""y"":2021,""pop"":284993},{""t"":""ワンダーエッグ・プライオリティ 特別編"",""cn"":""奇蛋物语 特别篇"",""ty"":""动画"",""y"":2021,""pop"":66404},{""t"":""ワンダーエッグ・プライオリティ"",""cn"":""奇蛋物语"",""ty"":""动画"",""y"":2021,""pop"":0},{""t"":""ワンダーエッグ・プライオリティ 特別編"",""cn"":""奇蛋物语 特别篇"",""ty"":""动画"",""y"":2021,""pop"":0}]",14歳。金髪にピンクのメッシュが特徴的な少女。 初対面の人にも物怖じしないお調子もの。,2871,2871,0,240,,https://lain.bgm.tv/pic/crt/l/f9/35/88672_crt_f3RZv.jpg?r=1615713709,https://lain.bgm.tv/r/400/pic/crt/l/f9/35/88672_crt_f3RZv.jpg?r=1615713709,https://s4.anilist.co/file/anilistcdn/character/medium/b199890-9WY1MIjTsqkc.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b199890-9WY1MIjTsqkc.jpg,,,https://anilist.co/character/199890,https://bgm.tv/character/88672,,88672
al150417,anilist,10,18,,鲇川龙二,鮎川龍二,Ryuuji Ayukawa,Yuka-chan (ユカちゃん),男,,17-18,动画|漫画,动画,ブルーピリオド,蓝色时期,2021,动画,"[{""t"":""ブルーピリオド"",""cn"":""蓝色时期"",""ty"":""动画"",""y"":2021,""pop"":154836},{""t"":""ブルーピリオド"",""cn"":""蓝色时期"",""ty"":""漫画"",""y"":2017,""pop"":77012},{""t"":""BURBERRY ブルーピリオド"",""cn"":"""",""ty"":""漫画"",""y"":2022,""pop"":1163},{""t"":""ブルーピリオド"",""cn"":""蓝色时期"",""ty"":""漫画"",""y"":2017,""pop"":0},{""t"":""ブルーピリオド"",""cn"":""蓝色时期"",""ty"":""动画"",""y"":2021,""pop"":0},{""t"":""「ブルーピリオド」The Stage"",""cn"":""舞台剧 蓝色时期"",""ty"":""其他"",""y"":2022,""pop"":0}]",八虎と同級生の美術部員。男性だが、心は乙女。ロングヘアで、学校でも女装している。女子からの人気が高いが、男子にもファンがいる。髪の毛は地毛。学校の勉学は成績不良。森先輩と同じく和菓子が好き。 本名で呼ばれることを嫌い、『あユカわ』だからみんなから、ユカちゃんと呼ばれている。 浜崎あゆみを神様と崇めていると言う理由で『アユかわ』でアユちゃんと呼ばれるのはNGのようで、ユカちゃんに落ち着いている。 八虎とは何でも言い合える仲だが、一言多い性格が原因で、度々ケンカをする。,2237,2237,0,55,,https://lain.bgm.tv/pic/crt/l/82/aa/88579_crt_16U4p.jpg?r=1619579007,https://lain.bgm.tv/r/400/pic/crt/l/82/aa/88579_crt_16U4p.jpg?r=1619579007,https://s4.anilist.co/file/anilistcdn/character/medium/b150417-DVMK9sQwBx8a.png|https://s4.anilist.co/file/anilistcdn/character/large/b150417-DVMK9sQwBx8a.png,,,https://anilist.co/character/150417,https://bgm.tv/character/88579,,88579
vndb-c103300,vndb,10,18,,龙木来斗,龍木 来斗,Ryuuki Kuruuto,,男,,,Galgame,Galgame,AI: ソムニウムファイル ニルヴァーナイニシアチブ,AI：梦境档案 涅槃肇始,2022,Galgame,"[{""t"":""AI: ソムニウムファイル ニルヴァーナイニシアチブ"",""cn"":""AI：梦境档案 涅槃肇始"",""ty"":""Galgame"",""y"":2022,""pop"":1753},{""t"":""伊達鍵は眠らない – From AI：ソムニウムファイル"",""cn"":""无法成眠的伊达键 - From AI：梦境档案"",""ty"":""Galgame"",""y"":2025,""pop"":276}]",ABIS的搜查官（Psyncer） 充滿正義感的菜鳥搜查官，但不是那種衝動的血性男兒，個性上其實比較內斂穩重。雖然是高學歷乖寶寶，但他的雙親皆已過世，就連弟弟也不幸……背負著辛酸過往的他，將與左眼窩中的搭檔「環」一起抽絲剝繭解決難解的懸案。 正義感にあふれる新人（ルーキー）の捜査官。だがガツガツとした熱血タイプではなく、どちらかと言えば控えめで穏やかな性格をしている。高学歴のおぼっちゃまだが、両親はおらず、弟も他界…。,1753,0,1753,6,,https://lain.bgm.tv/pic/crt/l/12/9f/111600_crt_sRVyy.jpg,https://lain.bgm.tv/r/400/pic/crt/l/12/9f/111600_crt_sRVyy.jpg,https://t.vndb.org/ch/21/135621.jpg,,Black Short Pale Sweater Trousers Orphan Fighting Amnesia Grey Red,,https://bgm.tv/character/111600,https://vndb.org/c103300,111600
al123574,anilist,10,18,,坂本,坂本,Sakamoto,,男,,15,动画|漫画,动画,坂本ですが?,在下坂本，有何贵干？,2016,动画,"[{""t"":""坂本ですが?"",""cn"":""在下坂本，有何贵干？"",""ty"":""动画"",""y"":2016,""pop"":191160},{""t"":""坂本ですが? 坂本でした?"",""cn"":"""",""ty"":""动画"",""y"":2016,""pop"":31325},{""t"":""坂本ですが?"",""cn"":""在下坂本，有何贵干？"",""ty"":""漫画"",""y"":2011,""pop"":11551},{""t"":""坂本へ捧ぐ21の旋律"",""cn"":"""",""ty"":""漫画"",""y"":2013,""pop"":290}]","本作の主人公。下の名前は不詳。私立イノセンス学園出身。 メガネで七三分けの美少年。絵に描いたようなエリートで、学問・スポーツの成績どちらも優秀である。あまりにも様々な技能を兼ね備えるためこれといって目立つ特技はないが、例えば、裁縫ができる,筆記体が書ける,こちらを向いている生徒を透かして黒板の文字を板書する,(逆さに見ると正面から見た絵とは違う絵柄がでてくる)絵を描く,など洒落たものから超能力的な能力までたくさん備えている。",1470,1470,0,87,,https://lain.bgm.tv/pic/crt/l/5b/0f/31219_crt_Jar4R.jpg,https://lain.bgm.tv/r/400/pic/crt/l/5b/0f/31219_crt_Jar4R.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b123574-BjW3yjFwphP0.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b123574-BjW3yjFwphP0.jpg,,,https://anilist.co/character/123574,https://bgm.tv/character/31219,,31219
al170479,anilist,10,18,1989,乾青宗,乾青宗,Seishuu Inui,イヌピー (Inupi) / イヌピー,男,B,"16 (past), 28 (present)",动画|漫画,动画,東京リベンジャーズ,东京复仇者,2021,动画,"[{""t"":""東京リベンジャーズ"",""cn"":""东京复仇者"",""ty"":""动画"",""y"":2021,""pop"":445622},{""t"":""東京リベンジャーズ 聖夜決戦編"",""cn"":""东京复仇者 圣夜决战篇"",""ty"":""动画"",""y"":2023,""pop"":143018},{""t"":""東京卍リベンジャーズ"",""cn"":""东京卍复仇者"",""ty"":""漫画"",""y"":2017,""pop"":117730},{""t"":""東京リベンジャーズ 天竺編"",""cn"":""东京复仇者 天竺篇"",""ty"":""动画"",""y"":2023,""pop"":85576},{""t"":""東京リベンジャーズ 三天戦争編"",""cn"":""东京复仇者 三天战争篇"",""ty"":""动画"",""y"":2026,""pop"":22716},{""t"":""童話リベンジャーズ"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":864}]",金色の髪に、顔の左側にある大きな火傷痕が特徴。通称「イヌピー」。元黒龍組として現代の東京卍會の最高幹部に名を連ねている。,815,815,0,1,,https://lain.bgm.tv/pic/crt/l/14/da/100872_crt_BuLYB.jpg?r=1655593625,https://lain.bgm.tv/r/400/pic/crt/l/14/da/100872_crt_BuLYB.jpg?r=1655593625,https://s4.anilist.co/file/anilistcdn/character/medium/b170479-hJ67oKpIBdqJ.png|https://s4.anilist.co/file/anilistcdn/character/large/b170479-hJ67oKpIBdqJ.png,,,https://anilist.co/character/170479,https://bgm.tv/character/100872,,100872
vndb-c5819,vndb,10,18,,,トニーノ ストラブーバ,Tonino Starabba,,男,AB,,Galgame,Galgame,カタハネ,片羽,2006,Galgame,,"Wondering journeyman. He could do any legal(or even a bit illegal) job for the money. Silvia's partner, hopelessly in love with her.",804,0,804,0,,https://lain.bgm.tv/pic/crt/l/cd/1e/215327_crt_v52sc.jpg,https://lain.bgm.tv/r/400/pic/crt/l/cd/1e/215327_crt_v52sc.jpg,https://t.vndb.org/ch/05/61605.jpg,,Black Long Beard Slim Fedora Green Young-adult Suit Necktie Smoking,,https://bgm.tv/character/215327,https://vndb.org/c5819,215327
bgm-bgm12790,vndb,10,18,,龙造寺茜,龍造寺 茜,Ryuuzouji Akane,,女,,,动画|Galgame,Galgame,ワルキューレロマンツェ ～少女騎士物語～,,2011,Galgame,"[{""t"":""ワルキューレロマンツェ ～少女騎士物語～"",""cn"":"""",""ty"":""Galgame"",""y"":2011,""pop"":737},{""t"":""ワルキューレロマンツェ More＆More"",""cn"":"""",""ty"":""Galgame"",""y"":2013,""pop"":281},{""t"":""ワルキューレロマンツェRe:tell"",""cn"":"""",""ty"":""Galgame"",""y"":2014,""pop"":139},{""t"":""ワルキューレロマンツェRe:tell"",""cn"":"""",""ty"":""Galgame"",""y"":2014,""pop"":139},{""t"":""ワルキューレロマンツェ Re:tellⅡ"",""cn"":""少女骑士物语 Re:tellⅡ"",""ty"":""Galgame"",""y"":2015,""pop"":0},{""t"":""ワルキューレロマンツェ［少女騎士物語］"",""cn"":""少女骑士物语"",""ty"":""Galgame"",""y"":2011,""pop"":0}]",主人公・貴弘のクラスメイト。 美桜とは親友の間柄。同じ国の出身ということもあり、よく一緒に話をする。 真面目で負けん気が強く、堅物なところがある。日々自己研鑽を怠らないこともあって、ジョストの実力は上級。 ストイックな性格から、今は修行中の身と遊ぶことを控えることも。 実は女の子のファッションや美味しいスイーツに興味があるが、まわりには内緒である。 しっかり者ではあるが、人見知りが激しく寂しがり屋。生真面目で繊細な性格ゆえに、周りからいじられることもしばしば。,737,0,737,58,,https://lain.bgm.tv/pic/crt/l/b4/37/12790_crt_AleVi.jpg?r=1381428058,https://lain.bgm.tv/r/400/pic/crt/l/b4/37/12790_crt_AleVi.jpg?r=1381428058,https://t.vndb.org/ch/76/128776.jpg,,Black Violet Waist Length+ Straight Teen Slim Pale School Uniform Hard Worker Cooking,,https://bgm.tv/character/12790,https://vndb.org/c16824,12790
