id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
vndb-c116549,vndb,7,28,,,天野原 甚五郎,Amanohara  Jingorou,,男,,,Galgame,Galgame,マブラヴ,Muv-Luv,2003,Galgame,,"The father of Amanohara Suiko and the head of the distinguished Amanohara family dojo. He is the lifelong rival of Tamase Genjousai, Miki's father.",11564,0,11564,0,,https://t.vndb.org/ch/46/139046.jpg,https://t.vndb.org/ch/46/139046.jpg,,#2c2a38 #0d0d18 #d2c2a7 #4d4667 #7f766f #505448,Shoulder-length Straight Moustache Pale Hotblooded Old Overweight Keikogi Hakama Father,,,https://vndb.org/c116549,
al1427,anilist,7,28,1969,龙宫礼奈,竜宮レナ,Rena Ryuuguu,Cleaver Girl / 竜宮 礼奈 / Ryuuguu Reina / 龙宫蕾娜,女,O,13-15,动画|漫画|Galgame,动画,ひぐらしのなく頃に,寒蝉鸣泣之时,2006,动画,"[{""t"":""ひぐらしのなく頃に"",""cn"":""寒蝉鸣泣之时"",""ty"":""动画"",""y"":2006,""pop"":177687},{""t"":""ひぐらしのなく頃に解"",""cn"":""寒蝉鸣泣之时 解"",""ty"":""动画"",""y"":2007,""pop"":90255},{""t"":""ひぐらしのなく頃に業"",""cn"":""寒蝉鸣泣之时 业"",""ty"":""动画"",""y"":2020,""pop"":82599},{""t"":""ひぐらしのなく頃に礼"",""cn"":""寒蝉鸣泣之时 礼"",""ty"":""动画"",""y"":2009,""pop"":44929},{""t"":""ひぐらしのなく頃に卒"",""cn"":""寒蝉鸣泣之时 卒"",""ty"":""动画"",""y"":2021,""pop"":38674},{""t"":""ひぐらしのなく頃に煌"",""cn"":""寒蝉鸣泣之时 煌"",""ty"":""动画"",""y"":2011,""pop"":21590}]",本名是龙宫礼奈（れいな），但回到雏见泽后为了忘掉兴宫和离开的母亲自称蕾娜（レナ），别人也就这么称呼了。 和圭一同班（其实雏见泽的学校只有一个班级，所有年级都由一个老师教）。虽然也是在一年前由茨城搬进雏见泽的，但是小时候是居住雏见泽，后由于种种因素再次迁回。有害羞的一面，常被圭一和魅音当作开玩笑的对象。礼奈在“带回家”的状态下，会产生惊人的攻击力，梨花和沙都子经常利用这点，用礼奈帮她们报仇，攻击力大到可以秒杀一米外的人类的程度。某个角度来说和圭一的个性正好成对比。,11241,3015,11241,682,,https://lain.bgm.tv/pic/crt/l/46/c8/3182_crt_inI0Y.jpg?r=1604389880,https://lain.bgm.tv/r/400/pic/crt/l/46/c8/3182_crt_inI0Y.jpg?r=1604389880,https://s4.anilist.co/file/anilistcdn/character/medium/b1427-28AR4oy0y2Hw.png|https://s4.anilist.co/file/anilistcdn/character/large/b1427-28AR4oy0y2Hw.png|https://t.vndb.org/ch/86/113086.jpg|https://t.vndb.org/ch/10/144910.jpg,,Curtained Short Straight Teen Slim Pale Proactive Hard Worker Student Fighting,https://anilist.co/character/1427,https://bgm.tv/character/3182,https://vndb.org/c3787,3182
al89895,anilist,7,28,,濑吕范太,瀬呂範太,Hanta Sero,Taping Hero: Cellophane (テーピンヒーロー セロファン),男,B,15-16,动画,动画,僕のヒーローアカデミア,我的英雄学院,2016,动画,"[{""t"":""僕のヒーローアカデミア"",""cn"":""我的英雄学院"",""ty"":""动画"",""y"":2016,""pop"":873712},{""t"":""僕のヒーローアカデミア２"",""cn"":"""",""ty"":""动画"",""y"":2017,""pop"":655237},{""t"":""僕のヒーローアカデミア３"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":600666},{""t"":""僕のヒーローアカデミア４"",""cn"":"""",""ty"":""动画"",""y"":2019,""pop"":532336},{""t"":""僕のヒーローアカデミア５"",""cn"":"""",""ty"":""动画"",""y"":2021,""pop"":414683},{""t"":""僕のヒーローアカデミア６"",""cn"":"""",""ty"":""动画"",""y"":2022,""pop"":269963}]",7月28日生、身高177cm、喜歡的東西是橘子、大豆等對身體有益的食物。 1-A班男學生。是個留有瀏海和髮尾皆為鋸齒狀的黑髮男生。,1240,1240,0,2,,https://lain.bgm.tv/pic/crt/l/2e/24/39680_crt_3o394.jpg?r=1469016811,https://lain.bgm.tv/r/400/pic/crt/l/2e/24/39680_crt_3o394.jpg?r=1469016811,https://s4.anilist.co/file/anilistcdn/character/medium/b89895-DpFrgTelc9Qx.png|https://s4.anilist.co/file/anilistcdn/character/large/b89895-DpFrgTelc9Qx.png,,,https://anilist.co/character/89895,https://bgm.tv/character/39680,,39680
bgm-bgm109565,vndb,7,28,,妮娜·蜷木,ニーナ 蜷木,Nina Ninagi,Mio Ninagi,女,O,,Galgame,Galgame,ローズガンズデイズ,,2012,Galgame,"[{""t"":""ローズガンズデイズ"",""cn"":"""",""ty"":""Galgame"",""y"":2012,""pop"":1103},{""t"":""ROSE GUNS DAYS The Best"",""cn"":""玫瑰与枪的日子"",""ty"":""Galgame"",""y"":2016,""pop"":0}]",「せやん！ すったらん、ほんまたったらん！！」 客と喧嘩ばっかりして夜の女失格の烙印を押されてしまったけれど。 彼女の夢はウェインのような、カッコイイ暗黒街の幹部だった。 喧嘩も出来ないし、銃や車も扱えない。自慢できるのはスリングショットだけ。 ウェインのクルーのおちこぼれのオリバーとチャールズと一緒にいて、いわゆるおちこぼれ３人組状態だったわけ。 その３人組が、ラプンツェルを迎えて４人組になって、大変な活躍をするようになるなんて、想像も出来なかったでしょうね。,1103,0,1103,2,,https://lain.bgm.tv/pic/crt/l/01/e3/109565_crt_y4IFI.jpg,https://lain.bgm.tv/r/400/pic/crt/l/01/e3/109565_crt_y4IFI.jpg,https://t.vndb.org/ch/49/46349.jpg,,Brown Twin Tails Orphan Fighting Blue Dress Hair Ribbon Prostitute Mafia Flower,,https://bgm.tv/character/109565,https://vndb.org/c38355,109565
bgm-bgm333,vndb,7,28,,筱冢弥生,篠塚 弥生,Shinozuka Yayoi,,女,A,,动画|Galgame,Galgame,WHITE ALBUM,,1998,Galgame,"[{""t"":""WHITE ALBUM"",""cn"":"""",""ty"":""Galgame"",""y"":1998,""pop"":857},{""t"":""WHITE ALBUM"",""cn"":""白色相簿"",""ty"":""Galgame"",""y"":1998,""pop"":0},{""t"":""WHITE ALBUM -綴られる冬の想い出-"",""cn"":""白色相簿：编缀的冬日回忆"",""ty"":""Galgame"",""y"":2010,""pop"":0},{""t"":""WHITE ALBUM"",""cn"":""白色相簿"",""ty"":""动画"",""y"":2009,""pop"":0},{""t"":""WHITE ALBUM-後半"",""cn"":""白色相簿-后半"",""ty"":""动画"",""y"":2009,""pop"":0}]",由綺のマネージャー。 常に由綺の側にあって、言葉少なに彼女を見守っている。 スターとしての由綺の前途の障害になりうるものは全て除く。 たとえ、それが由綺の恋人であろうと。 どこか欠落した感情から来る完璧にして冷徹な一途さで由綺に尽くす。 例えるなら、機械。,857,0,857,66,,https://lain.bgm.tv/pic/crt/l/3f/82/333_crt_89Lj0.jpg,https://lain.bgm.tv/r/400/pic/crt/l/3f/82/333_crt_89Lj0.jpg,https://t.vndb.org/ch/30/69630.jpg,,Black Curtained Cowgirl Adult Coat Skirt Pantyhose Kuudere Stoic Strict,,https://bgm.tv/character/333,https://vndb.org/c58533,333
al132223,anilist,7,28,,阳小龙,ヤン・シャオロン,Yang  Xiao Long,Firecracker,女,,,动画|漫画|轻小说,动画,RWBY 氷雪帝国,,2022,动画,"[{""t"":""RWBY 氷雪帝国"",""cn"":"""",""ty"":""动画"",""y"":2022,""pop"":43181},{""t"":""RWBY"",""cn"":"""",""ty"":""漫画"",""y"":2015,""pop"":5796},{""t"":""RWBY: Official Manga Anthology"",""cn"":"""",""ty"":""漫画"",""y"":2017,""pop"":1811},{""t"":""RWBY: The Official Manga"",""cn"":"""",""ty"":""漫画"",""y"":2018,""pop"":1402},{""t"":""RWBY 氷雪帝国 THE COMIC"",""cn"":"""",""ty"":""漫画"",""y"":2022,""pop"":470},{""t"":""RWBY the Session"",""cn"":"""",""ty"":""轻小说"",""y"":2017,""pop"":116}]","Yang, the fourth member of Team RWBY, is a yellow-haired girl and, at 17 years of age, Ruby's older half-sister. She wields twin shotgun gauntlets called Ember Celica.",458,458,0,101,,https://lain.bgm.tv/pic/crt/l/e3/f1/20634_crt_y56id.jpg?r=1500732219,https://lain.bgm.tv/r/400/pic/crt/l/e3/f1/20634_crt_y56id.jpg?r=1500732219,https://s4.anilist.co/file/anilistcdn/character/medium/b132223-AL1MpFbrASpk.png|https://s4.anilist.co/file/anilistcdn/character/large/b132223-AL1MpFbrASpk.png,,,https://anilist.co/character/132223,https://bgm.tv/character/20634,,20634
al59317,anilist,7,28,,宫村虎之介,宮村虎之介,Toranosuke Miyamura,,男,AB,,动画|漫画,动画,山田くんと7人の魔女,山田君与7个魔女,2015,动画,"[{""t"":""山田くんと7人の魔女"",""cn"":""山田君与7个魔女"",""ty"":""动画"",""y"":2015,""pop"":189518},{""t"":""山田くんと7人の魔女"",""cn"":""山田君与7个魔女"",""ty"":""漫画"",""y"":2012,""pop"":33949},{""t"":""山田くんと7人の魔女 OAD"",""cn"":""山田君与7个魔女 OAD"",""ty"":""动画"",""y"":2014,""pop"":25949},{""t"":""ヤンキー君な山田くんとメガネちゃんと魔女"",""cn"":"""",""ty"":""动画"",""y"":2015,""pop"":10150},{""t"":""M.H.B!"",""cn"":"""",""ty"":""漫画"",""y"":2014,""pop"":469},{""t"":""山田くんと7人の魔女"",""cn"":""山田君与7个魔女"",""ty"":""动画"",""y"":2015,""pop"":0}]",私立朱雀高校2年で生徒会副会長兼超常現象研究部副部長。山田と白石が入れ替わっていることを突きとめ、次期生徒会長になるために魔女を捜索すべく2人を引き込み、部員不足で休部状態の「超常現象研究部」を活動拠点として提供した。女子に絶大な人気を誇るが、スケベでいつも女のことばかり考えている。,402,402,0,7,,https://lain.bgm.tv/pic/crt/l/6a/0f/23534_crt_VpFV6.jpg,https://lain.bgm.tv/r/400/pic/crt/l/6a/0f/23534_crt_VpFV6.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b59317-IKHbvRkflxMr.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b59317-IKHbvRkflxMr.jpg,,,https://anilist.co/character/59317,https://bgm.tv/character/23534,,23534
bgm-bgm10647,vndb,7,28,,真宫寺樱,真宮寺 さくら,Shinguuji Sakura,,女,A,,游戏|Galgame,Galgame,サクラ大戦,,1996,Galgame,"[{""t"":""サクラ大戦"",""cn"":"""",""ty"":""Galgame"",""y"":1996,""pop"":356},{""t"":""サクラ大戦V ～さらば愛しき人よ～"",""cn"":"""",""ty"":""Galgame"",""y"":2005,""pop"":231},{""t"":""サクラ大戦２～君、死にたもうことなかれ～"",""cn"":"""",""ty"":""Galgame"",""y"":1998,""pop"":163},{""t"":""サクラ大戦３～巴里は燃えているか～"",""cn"":"""",""ty"":""Galgame"",""y"":2001,""pop"":89},{""t"":""サクラ大戦4 ～恋せよ乙女～"",""cn"":"""",""ty"":""Galgame"",""y"":2002,""pop"":68},{""t"":""サクラ大戦2 〜君、死にたもうことなかれ〜"",""cn"":""樱花大战2 ～愿君平安～"",""ty"":""Galgame"",""y"":1998,""pop"":0}]","1-2,4代樱花大战的女主角，对降魔部队的真宫寺一马（鬼王）之女。北辰一刀流的传人，擅长剑术，战斗能力和舞台上的演技都有待磨练，但做事认真资质甚高。喜怒形于色，并有点感情用事。她是现在找不到的典型日本女人。完全精通北辰一刀流的技术，具有能够将‘邪恶’净化的破邪之力。小时候因为顽皮不听婆婆劝告，所以看到朋友被雷打中，自始之后樱便十分害怕打雷。腰间配戴的为父亲真宫寺一马的遗物灵剑“荒鹰”。",356,0,356,93,,https://lain.bgm.tv/pic/crt/l/59/69/10647_crt_P80f6.jpg,https://lain.bgm.tv/r/400/pic/crt/l/59/69/10647_crt_P80f6.jpg,https://t.vndb.org/ch/14/6614.jpg,,Black Ponytail Long Teen Pale Hair Ribbon Hakama Katana Relaxed Kind,,https://bgm.tv/character/10647,https://vndb.org/c5739,10647
bgm-bgm156202,vndb,7,28,,中山纪子,Noriko Nakayama,Noriko Nakayama,,女,,,Galgame,Galgame,Lessons in Love,,2022,Galgame,"[{""t"":""Lessons in Love"",""cn"":"""",""ty"":""Galgame"",""y"":2022,""pop"":342},{""t"":""Lessons in Love"",""cn"":""恋爱课程"",""ty"":""Galgame"",""y"":2020,""pop"":0}]",作为一名满心粉色的理想主义者，Noriko喜欢正义，吵闹的音乐，以及Sensei。她朴素的朋克风格下隐藏着深厚的学术才华和巨大的善良之心。尽管如此，她对自己关注的事物的激情与强烈的性格可能会让人感到有些害怕。,342,0,342,1,,https://lain.bgm.tv/pic/crt/l/12/5d/156202_crt_xE9px.jpg,https://lain.bgm.tv/r/400/pic/crt/l/12/5d/156202_crt_xE9px.jpg,https://t.vndb.org/ch/11/118111.jpg,,Pink Teen School Uniform Student Pajamas Pocket Knife Full Sister Bikini Pink Younger Sister,,https://bgm.tv/character/156202,https://vndb.org/c97530,156202
vndb-c51060,vndb,7,28,,,九重 朱音,Kokonoe Akane,,女,,,Galgame,Galgame,Memory's Dogma Code:01,记忆信条：代码01,2016,Galgame,,Age：16、Height：143cm、28 Jul. “朱き翼”と名乗る たった二人だけの組織の若きリーダー。 赤い衣装に身を包み、大きな槍を手に取って コネクトセンターを破壊するために、乗り込もうとした所で裕樹達と出会う。 彼女は自らを“被害者”と称し、コネクトセンターが“悪行”を行ったと言う。 彼女の言う事は真実なのだろうか？,333,0,333,0,,https://lain.bgm.tv/pic/crt/l/1a/52/50782_crt_4E8u6.jpg,https://lain.bgm.tv/r/400/pic/crt/l/1a/52/50782_crt_4E8u6.jpg,https://t.vndb.org/ch/93/61093.jpg,,Red Twin Tails Brown,,https://bgm.tv/character/50782,https://vndb.org/c51060,50782
