id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
vndb-c4688,vndb,12,18,,鼠尾草,セージ,Sage,,女,A,,Galgame,Galgame,SHUFFLE!,,2004,Galgame,"[{""t"":""SHUFFLE!"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":4051},{""t"":""SHUFFLE!"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":4051},{""t"":""SHUFFLE!"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":4051},{""t"":""Tick! Tack!"",""cn"":"""",""ty"":""Galgame"",""y"":2005,""pop"":604},{""t"":""Really? Really!"",""cn"":"""",""ty"":""Galgame"",""y"":2006,""pop"":443},{""t"":""シャッフル！エッセンス・プラス 特典ディスク"",""cn"":"""",""ty"":""Galgame"",""y"":2009,""pop"":45}]",品种：孟加拉猫 心地善良、身体强壮的大哥猫郎 鼠尾草不善言辞、少言寡语，但他会像一个大哥一样默默守护着大家。他心胸宽广，为人不拘小节。需要他出力的时候他从不推辞，非常有男子气概。,4051,0,4051,0,,https://t.vndb.org/ch/45/4745.jpg,https://t.vndb.org/ch/45/4745.jpg,https://lain.bgm.tv/r/400/pic/crt/l/0f/24/98434_crt_Fhqxy.jpg?r=1626405029,#dcccbd #53525a #a29995 #f3e9dd #f8f6f1 #ffffff,Black Shoulder-length Straight Slim Pale Missionary Doggy Style Blowjob Virgin Sex Sex with Others,,https://bgm.tv/character/98434,https://vndb.org/c4688,98434
bgm-bgm37746,vndb,12,18,,雏衣波莱特,雛衣 ポーレット,Hinai Paulette,,女,,,动画|Galgame,Galgame,まいてつ,,2016,Galgame,"[{""t"":""まいてつ"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":1818},{""t"":""まいてつ Last Run!!"",""cn"":"""",""ty"":""Galgame"",""y"":2020,""pop"":384},{""t"":""まいてつ"",""cn"":""爱上火车"",""ty"":""Galgame"",""y"":2016,""pop"":0},{""t"":""まいてつ Last Run!!"",""cn"":""爱上火车-Last Run!!-"",""ty"":""Galgame"",""y"":2020,""pop"":0},{""t"":""レヱル・ロマネスク2"",""cn"":""铁路浪漫谭 第二季"",""ty"":""动画"",""y"":2023,""pop"":0}]",亡き父の遺志を継ぎ、エアクラ工場誘致反対の旗を掲げる若き御一夜市長、兼 御一夜鉄道の社長。 キハ07Sの運転士でもあり、同専用レイルロオドの れいな とは実の姉妹のように仲良し。 鉄道が大好きで、鉄道のことを尋ねられると話が止まらなくなるほど。 責任感がとても強く、時に押し潰されてしまいそうにもなるが、れいなのふんわりとした性格にしばしば助けられている。 また双鉄に強い頼り甲斐を感じており、それゆえに頼り過ぎないようにと懸命な自制をしてしまう、ある意味損な性格でもある。,1818,0,1818,58,,https://t.vndb.org/ch/36/54736.jpg,https://t.vndb.org/ch/36/54736.jpg,https://lain.bgm.tv/r/400/pic/crt/l/fd/25/37746_crt_OvmDl.jpg?r=1537798839,#907777 #d1bbb4 #eee1d1 #f7f2e7 #ffffff,Blond Shoulder-length Straight Teen Slim Pale Uniform Proactive Hard Worker Doggy Style,,https://bgm.tv/character/37746,https://vndb.org/c39201,37746
bgm-bgm50261,vndb,12,18,,,朝霞 汐,Asaka Ushio,,女,A,,Galgame,Galgame,お家に帰るまでがましまろです,,2017,Galgame,"[{""t"":""お家に帰るまでがましまろです"",""cn"":"""",""ty"":""Galgame"",""y"":2017,""pop"":1097},{""t"":""お家に帰るまでがましまろです"",""cn"":""回家前都算是棉花糖"",""ty"":""Galgame"",""y"":2017,""pop"":0}]",神扇学園の 3年生で、『マシュマロツリー』のパティシエ。 見た目は小さいけどお姉ちゃん属性がある、世話焼きで母性あふれる女の子。 花音とは幼なじみの親友で、子供の時からお店を手伝っている古参。 小柄で子供っぽい外見にコンプレックスを持っており、“頼れるお姉ちゃん”になりたいと日々思っている。 「お姉ちゃんがお世話してあげるね」,1097,0,1097,82,,https://t.vndb.org/ch/35/68735.jpg,https://t.vndb.org/ch/35/68735.jpg,https://lain.bgm.tv/r/400/pic/crt/l/6c/4b/50261_crt_6i3Oe.jpg,#464b58 #c7b9ac #ebdfcf #82838a #f4f2ed #ffffff,Brown Waist Length+ Straight Slim Pale School Uniform Hard Worker Cooking Missionary Doggy Style,,https://bgm.tv/character/50261,https://vndb.org/c56670,50261
bgm-bgm17926,vndb,12,18,,,乙丸 平士,Otomaru Heishi,,男,B,,Galgame,Galgame,NORN9 ~ノルン+ノネット~,,2013,Galgame,"[{""t"":""NORN9 ~ノルン+ノネット~"",""cn"":"""",""ty"":""Galgame"",""y"":2013,""pop"":714},{""t"":""Norn9 ~Norn + Nonette~ Last Era"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":109},{""t"":""ノルン＋ノネット アクト チューン"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":21},{""t"":""ノルン+ノネット ラスト イーラ"",""cn"":""命运九重奏 LAST ERA"",""ty"":""Galgame"",""y"":2015,""pop"":0},{""t"":""NORN9 ノルン＋ノネット"",""cn"":""命运九重奏"",""ty"":""Galgame"",""y"":2013,""pop"":0},{""t"":""NORN9 ノルン+ノネット Trio DramaCD Vol.3"",""cn"":"""",""ty"":""音乐"",""y"":2014,""pop"":0}]",粉红色短发，配有棕红色眼瞳。活泼开朗，是个友善的青年。 虽然在成员之中，年纪非最大也非最小，表里如一，因此以气氛制造者般的存在。 即使遇上讨厌的事，心情也很快转换过来。 能力是‘心灵感应’，当心情激动际不时会把对方的心声说漏嘴。 因为并不擅长把听到的心声保密，当说漏嘴时会把女生们都惹怒。 自己的性格一言记之曰，“开朗又吵闹”。 因为有心灵感应，所以可以远距离传递自己的心声。 恋愛テーマ：恋慕の友,714,0,714,11,,https://t.vndb.org/ch/08/36508.jpg,https://t.vndb.org/ch/08/36508.jpg,https://lain.bgm.tv/r/400/pic/crt/l/61/63/17926_crt_6Kkol.jpg,#9a8486 #c8adae #e7ddd7 #56575b #f7f5f0 #ffffff,Pink Short Brown Teen Slim Pale Uniform Trousers Amnesia Coat,,https://bgm.tv/character/17926,https://vndb.org/c30373,17926
al233970,anilist,12,18,,,市村琥珀,Kohaku Ichimura,Prince,男,AB,,动画|漫画,动画,うるわしの宵の月,,2026,动画,"[{""t"":""うるわしの宵の月"",""cn"":"""",""ty"":""动画"",""y"":2026,""pop"":40033},{""t"":""うるわしの宵の月"",""cn"":"""",""ty"":""漫画"",""y"":2020,""pop"":22251}]",183 cm Yoi Takiguchi's senpai. The male prince of the school.,496,496,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b233970-M5EHmCXPON4z.png,https://s4.anilist.co/file/anilistcdn/character/medium/b233970-M5EHmCXPON4z.png,,,,https://anilist.co/character/233970,,,
bgm-bgm1622,vndb,12,18,,藤井奈津实,藤井 奈津実,Fujii Natsumi,,女,AB,,Galgame,Galgame,ときめきメモリアル Girl's Side,,2002,Galgame,"[{""t"":""ときめきメモリアル Girl's Side"",""cn"":"""",""ty"":""Galgame"",""y"":2002,""pop"":452},{""t"":""ときめきメモリアル Girl's Side"",""cn"":""心跳回忆女生版"",""ty"":""Galgame"",""y"":2002,""pop"":0},{""t"":""ときめきメモリアル Girl's Side 1st Love Plus"",""cn"":""心跳回忆女生版1 加强版"",""ty"":""Galgame"",""y"":2009,""pop"":0},{""t"":""ときめきメモリアル Girl's Side タイピング"",""cn"":""心跳回忆 Girl's Side 打字"",""ty"":""Galgame"",""y"":2004,""pop"":0}]",在速食店打工，隶属啦啦队部。性格开朗活泼的女孩子，和谁都可以打成一片，很爱玩，对流行的事情很热衷。典型的手快过脑子的类型。也是GS系列里除了主角外唯一一个打工课外活动两不误的角色，只是学习成绩不是很好。 把捉弄冰室老师当成是“人生意义”，不过从来没有成功过。在和主角的电子邮件中也常常揶揄主角和冰室老师。 喜欢的人是姬条园。如果打到她的结局，无论主角是否认识姬条，都会得知这一点。,452,0,452,1,,https://t.vndb.org/ch/80/1380.jpg,https://t.vndb.org/ch/80/1380.jpg,,#ab9077 #4d4257 #ebcaae #ece2d5 #ffffff,Short Brown Teen Friend Rival Student Club Member Cheerleader Coworker High School Student Hairpin,,https://bgm.tv/character/1622,https://vndb.org/c1337,1622
vndb-c33495,vndb,12,18,,,カトリーン,Katrijn,,女,,,Galgame,Galgame,紫影のソナーニル　～What a beautiful memories～,,2010,Galgame,,,421,0,421,0,,https://t.vndb.org/ch/29/40129.jpg,https://t.vndb.org/ch/29/40129.jpg,,#b29d82 #e0abb2 #575448 #f0e4db #fbfbf8,Blond Bun Slim Pale Disaster Amnesia Amber Kid Headband Skirt,,,https://vndb.org/c33495,
vndb-c62057,vndb,12,18,,,天城 冴子,Amagi Saeko,,女,B,,Galgame,Galgame,妖獣戦記 －Ａ．Ｄ．２０４８－,,1993,Galgame,"[{""t"":""妖獣戦記 －Ａ．Ｄ．２０４８－"",""cn"":"""",""ty"":""Galgame"",""y"":1993,""pop"":394},{""t"":""妖獣戦記２ -黎明の戦士たち-"",""cn"":"""",""ty"":""Galgame"",""y"":1995,""pop"":8},{""t"":""続妖獣戦記 －砂塵の黙示録－"",""cn"":"""",""ty"":""Galgame"",""y"":1993,""pop"":8}]",Born in 2030.,394,0,394,0,,https://t.vndb.org/ch/29/155929.jpg,https://t.vndb.org/ch/29/155929.jpg,,#ad726c #693e42 #f1c6b6 #341e24 #160d0f #000000,Black Waist Length+ Curtained Teen Slim Pale Fighting Black Headband Gloves,,,https://vndb.org/c62057,
al88752,anilist,12,18,,冰堂美智留,氷堂 美智留,Michiru Hyoudou,Mittchan / Micchi ,女,,16,动画|漫画|轻小说,动画,冴えない彼女の育てかた,路人女主的养成方法,2015,动画,"[{""t"":""冴えない彼女の育てかた"",""cn"":""路人女主的养成方法"",""ty"":""动画"",""y"":2015,""pop"":178748},{""t"":""冴えない彼女の育てかた ♭"",""cn"":"""",""ty"":""动画"",""y"":2017,""pop"":104510},{""t"":""冴えない彼女の育てかた Fine"",""cn"":"""",""ty"":""动画"",""y"":2019,""pop"":59152},{""t"":""冴えない彼女の育てかた"",""cn"":""路人女主的养成方法"",""ty"":""轻小说"",""y"":2012,""pop"":3047},{""t"":""冴えない彼女の育てかた Girls Side"",""cn"":"""",""ty"":""漫画"",""y"":2016,""pop"":473},{""t"":""冴えない彼女の育てかた Girls Side"",""cn"":"""",""ty"":""轻小说"",""y"":2015,""pop"":352}]",单行本第四集新登场的人物，与安艺伦也就读不同的学校，身材高佻，留着短发。参加“icy tail”乐团，会弹奏吉他、歌唱以及作曲。在同人游戏社团“Blessing software”负责音乐制作。 属于只要投身进去，就立刻能在该领域有出色表现的奇才，不过兴趣在加入乐团之前时常转变。对于御宅文化抱有一定的偏见和无法理解。 和男主角同年同月同日甚至同间医院出生，被霞之丘诗羽形容为君临于顶点的原始级青梅竹马。 对男主角的称呼为阿伦。,372,372,0,181,,https://s4.anilist.co/file/anilistcdn/character/large/b88752-u8siTVn4S3eG.png,https://s4.anilist.co/file/anilistcdn/character/medium/b88752-u8siTVn4S3eG.png,https://lain.bgm.tv/r/400/pic/crt/l/57/32/24097_crt_513iI.jpg?r=1749054985,,,https://anilist.co/character/88752,https://bgm.tv/character/24097,,24097
al88747,anilist,12,18,,安艺伦也,安芸倫也,Tomoya Aki,Tomo / Akki / Mr. Ethical / Morals,男,,16,动画|漫画|轻小说,动画,冴えない彼女の育てかた,路人女主的养成方法,2015,动画,"[{""t"":""冴えない彼女の育てかた"",""cn"":""路人女主的养成方法"",""ty"":""动画"",""y"":2015,""pop"":178748},{""t"":""冴えない彼女の育てかた ♭"",""cn"":"""",""ty"":""动画"",""y"":2017,""pop"":104510},{""t"":""冴えない彼女の育てかた Fine"",""cn"":"""",""ty"":""动画"",""y"":2019,""pop"":59152},{""t"":""冴えない彼女の育てかた 恋するメトロノーム"",""cn"":""路人女主的养成方法 恋爱节拍器"",""ty"":""漫画"",""y"":2013,""pop"":4078},{""t"":""冴えない彼女の育てかた"",""cn"":""路人女主的养成方法"",""ty"":""漫画"",""y"":2013,""pop"":3464},{""t"":""冴えない彼女の育てかた"",""cn"":""路人女主的养成方法"",""ty"":""轻小说"",""y"":2012,""pop"":3047}]",本作的男主角，12月18日出生，是爱好ACG的御宅族，同人游戏社团“Blessing software”的制作人兼导演。就读丰之崎学园2年B班，在校成绩平平，但获学校准许打工。一年级时为了在校庆上播放动画而跑教师办公室与教务主任力争许可，还惊动校长，成为校内屈指可数的名人之一。 有很强的行动力。除了课业外，只要认定要做的事情就会全力以赴。,273,273,0,69,,https://s4.anilist.co/file/anilistcdn/character/large/b88747-QKs2TbCGlZr0.png,https://s4.anilist.co/file/anilistcdn/character/medium/b88747-QKs2TbCGlZr0.png,https://lain.bgm.tv/r/400/pic/crt/l/2e/f8/24095_crt_Htg4O.jpg?r=1674913372,,,https://anilist.co/character/88747,https://bgm.tv/character/24095,,24095
