id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
al1259,anilist,12,8,1986,葛城美里,葛城ミサト,Misato Katsuragi,,女,A,29,动画|漫画|Galgame,动画,新世紀エヴァンゲリオン,新世纪福音战士,1995,动画,"[{""t"":""新世紀エヴァンゲリオン"",""cn"":""新世纪福音战士"",""ty"":""动画"",""y"":1995,""pop"":494637},{""t"":""新世紀エヴァンゲリオン劇場版 Air/まごころを、君に"",""cn"":""新世纪福音战士剧场版 Air/真心为你"",""ty"":""动画"",""y"":1997,""pop"":253351},{""t"":""ヱヴァンゲリヲン新劇場版:序"",""cn"":""福音战士新剧场版：序"",""ty"":""动画"",""y"":2007,""pop"":144872},{""t"":""ヱヴァンゲリヲン新劇場版:破"",""cn"":""福音战士新剧场版：破"",""ty"":""动画"",""y"":2009,""pop"":134199},{""t"":""ヱヴァンゲリヲン新劇場版:Q"",""cn"":""福音战士新剧场版：Q"",""ty"":""动画"",""y"":2012,""pop"":123242},{""t"":""シン・エヴァンゲリオン劇場版:||"",""cn"":"""",""ty"":""动画"",""y"":2021,""pop"":117586}]",葛城美里（日语：葛城 ミサト、英语：Katsuragi Misato）是日本动画《新世纪福音战士》当中人物。她是NERV的指挥官，军衔最初为大尉，TV动画第12话时晋升为少佐，在新剧场版中则为中佐。她在NERV的任务包括指挥及监视EVA驾驶员、构思及发布攻击策略，与赤木律子协调EVA技术支援及测试也是她的工作，她同时也是碇真嗣与惣流·明日香·兰格雷的监护人。 在故事一开始时，美里将真嗣带入NERV，并说服他担任初号机的驾驶员。,11597,11597,436,722,,https://lain.bgm.tv/pic/crt/l/04/fc/5088_crt_anidb.jpg,https://lain.bgm.tv/r/400/pic/crt/l/04/fc/5088_crt_anidb.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b1259-afTQkZ5SVMOn.png|https://s4.anilist.co/file/anilistcdn/character/large/b1259-afTQkZ5SVMOn.png|https://t.vndb.org/ch/26/183726.jpg,,Major,https://anilist.co/character/1259,https://bgm.tv/character/5088,https://vndb.org/c126168,5088
vndb-c4059,vndb,12,8,,樱内义之,桜内 義之,Sakurai Yoshiyuki,Otouto-kun / Otouto-kun,男,,,Galgame,Galgame,D.C.II ～ダ・カーポII～,初音岛2,2006,Galgame,"[{""t"":""D.C.II ～ダ・カーポII～"",""cn"":""初音岛2"",""ty"":""Galgame"",""y"":2006,""pop"":1927},{""t"":""D.C.III ～ダ・カーポIII～"",""cn"":""初音岛3"",""ty"":""Galgame"",""y"":2012,""pop"":1134},{""t"":""D.C.II Spring Celebration ～ダ・カーポII～ スプリング セレブレイション"",""cn"":"""",""ty"":""Galgame"",""y"":2007,""pop"":88},{""t"":""D.C.II Dearest Marriage ～ダ・カーポII～ ディアレストマリッジ"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":86},{""t"":""D.C.II To You ～ダ・カーポII～トゥーユー サイドエピソード"",""cn"":"""",""ty"":""Galgame"",""y"":2009,""pop"":78},{""t"":""D.C.II Fall in Love ～ダ・カーポII～フォーリンラブ"",""cn"":"""",""ty"":""Galgame"",""y"":2009,""pop"":74}]",『手から和菓子を出す』『他人の夢を見させられる』という、ふたつの不思議な能力を持つ少年。 幼い頃、ひとりぼっちになってしまい、朝倉家に預けられるが、付属３年に進級したのを機会に、隣の芳乃家に移り住むことになる。幼少期を共に過ごしてきたため、音姫、由夢とは兄弟みたいな関係。,1927,0,1927,3,,https://lain.bgm.tv/pic/crt/l/6f/f1/3540_crt_YaBtM.jpg,https://lain.bgm.tv/r/400/pic/crt/l/6f/f1/3540_crt_YaBtM.jpg,https://t.vndb.org/ch/86/6086.jpg|https://t.vndb.org/ch/95/92695.jpg,,Black Short Straight Teen Pale School Uniform Trousers Donkan Magician Orphan,,https://bgm.tv/character/3540,https://vndb.org/c4059,3540
bgm-bgm86232,vndb,12,8,,匂宫巡游,匂宮 めぐり,Niounomiya Meguri,,女,,,Galgame,Galgame,冥契のルペルカリア,,2021,Galgame,"[{""t"":""冥契のルペルカリア"",""cn"":"""",""ty"":""Galgame"",""y"":2021,""pop"":818},{""t"":""冥契のルペルカリア"",""cn"":""冥契的牧神节"",""ty"":""Galgame"",""y"":2021,""pop"":0}]",劇団ランビリス先代座長の孫娘にして、看板娘。 演技に対するひたむきさと、ちょっぴり見せる 小悪魔的な振る舞いが特徵である。,818,0,818,58,,https://lain.bgm.tv/pic/crt/l/9b/7b/86232_crt_C5t22.jpg,https://lain.bgm.tv/r/400/pic/crt/l/9b/7b/86232_crt_C5t22.jpg,https://t.vndb.org/ch/15/112515.jpg,,Blond Long Cross-dressing Slim Pale Missionary Cowgirl Blowjob Virgin Sex Red,,https://bgm.tv/character/86232,https://vndb.org/c93414,86232
vndb-c74096,vndb,12,8,,,小伯 白,Kohaku Shiro,,女,A,,Galgame,Galgame,タマユラミライ,,2019,Galgame,,"A very playful, older sister type... who's really, really small. She's a dyed-in-the-wool country girl with an accent to match. However, she thinks she has no accent. She can't see spirits and doesn’t understand magic in the slightest.",535,0,535,0,,https://t.vndb.org/ch/86/89886.jpg,https://t.vndb.org/ch/86/89886.jpg,,#4b6494 #baa6ae #dfcfce #efe5e5 #f9f5f2 #ffffff,White Waist Length+ Straight Teen Slim Pale Missionary Cowgirl Standing Sex Blowjob,,,https://vndb.org/c74096,
al16128,anilist,12,8,1994,天城雪子,天城雪子,Yukiko Amagi,Yuki / Drama Queen / The Unconquerable Snow Black / Yuki-chan,女,O,16-17,动画|漫画|游戏|Galgame,动画,ペルソナ4アニメーション,女神异闻录4,2011,动画,"[{""t"":""ペルソナ4アニメーション"",""cn"":""女神异闻录4"",""ty"":""动画"",""y"":2011,""pop"":58536},{""t"":""ペルソナ4 ザ・ゴールデンアニメーション"",""cn"":""女神异闻录4 黄金版"",""ty"":""动画"",""y"":2014,""pop"":25458},{""t"":""ペルソナ4アニメーション"",""cn"":"""",""ty"":""动画"",""y"":2012,""pop"":13380},{""t"":""ペルソナ4 the Animation -the Factor of Hope-"",""cn"":""女神异闻录4 剧场版"",""ty"":""动画"",""y"":2012,""pop"":5257},{""t"":""ペルソナ4 ザ・ゴールデンアニメーション Thank you Mr. Accomplice"",""cn"":"""",""ty"":""动画"",""y"":2014,""pop"":4635},{""t"":""ペルソナ4"",""cn"":""女神异闻录4"",""ty"":""漫画"",""y"":2008,""pop"":3321}]",与千枝从小就是好朋友，家里经营老字号的高级旅店“天成屋”，雪子作为继承人经常要参与经营业务，所以比较繁忙。 成绩优秀，品行端正，标准的淑女，因此也吸引了大批男生，但是本人却没有这方面的自觉，所有的告白全都拒绝。,532,532,399,141,,https://lain.bgm.tv/pic/crt/l/bc/f9/14183_crt_pZJV4.jpg?r=1608020674,https://lain.bgm.tv/r/400/pic/crt/l/bc/f9/14183_crt_pZJV4.jpg?r=1608020674,https://s4.anilist.co/file/anilistcdn/character/medium/b16128-4vevfve6UDuw.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b16128-4vevfve6UDuw.jpg|https://t.vndb.org/ch/12/194312.jpg,,Black Hime Cut Waist Length+ Straight Teen Slim Pale School Uniform Sweater Cooking,https://anilist.co/character/16128,https://bgm.tv/character/14183,https://vndb.org/c46798,14183
bgm-bgm17290,vndb,12,8,,,赤城 一雪,Akagi Kazuyuki,,男,B,,Galgame,Galgame,ときめきメモリアル Girl's Side 3rd Story,,2010,Galgame,"[{""t"":""ときめきメモリアル Girl's Side 3rd Story"",""cn"":"""",""ty"":""Galgame"",""y"":2010,""pop"":395},{""t"":""ときめきメモリアル Girl’s Side 2nd Kiss"",""cn"":"""",""ty"":""Galgame"",""y"":2006,""pop"":366},{""t"":""ときめきメモリアル Girl's Side 2nd Kiss"",""cn"":""心跳回忆女生版2"",""ty"":""Galgame"",""y"":2006,""pop"":0},{""t"":""ときめきメモリアル Girl's Side 2nd Kiss タイピング"",""cn"":"""",""ty"":""Galgame"",""y"":2007,""pop"":0}]",今作における隠しキャラ。はばたき学園の生徒で生徒会執行部の書記（のちに生徒会長[要出典]）を務めている。予備校にも通う優等生で行動派だが、主人公にだけはなぜかつい余計な一言を言っていつも後悔してしまう。仲のいいクラスメイトからは「ユキ」と呼ばれている。兄が1人いる。赤城との事故チューはない。趣味は読書。好きなものはカレー。卒業後は一流大学へ進学。,395,0,395,2,,https://lain.bgm.tv/pic/crt/l/d0/ec/17290_crt_h6RzP.jpg,https://lain.bgm.tv/r/400/pic/crt/l/d0/ec/17290_crt_h6RzP.jpg,https://t.vndb.org/ch/30/1330.jpg,,Brown Short Brown Teen School Uniform Trousers Necktie Student Council President Blazer,,https://bgm.tv/character/17290,https://vndb.org/c1286,17290
al64627,anilist,12,8,,栉名安娜,櫛名アンナ,Anna Kushina,,女,O,11,动画|漫画|Galgame,动画,K,,2012,动画,"[{""t"":""K"",""cn"":"""",""ty"":""动画"",""y"":2012,""pop"":173618},{""t"":""K RETURN OF KINGS"",""cn"":""K 诸王归来"",""ty"":""动画"",""y"":2015,""pop"":65697},{""t"":""K MISSING KINGS"",""cn"":"""",""ty"":""动画"",""y"":2014,""pop"":54450},{""t"":""K SEVEN STORIES「R:B ～BLAZE～」"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":13536},{""t"":""K SEVEN STORIES「メモリー・オブ・レッド ～BURN～」"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":6526},{""t"":""K SEVEN STORIES「Circle Vision ～Nameless Song～」"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":6085}]","140 cm A quiet, doll-like girl who serves as HOMRA's unofficial mascot. Anna is very quiet and shy compared to her louder, more eccentric HOMRA members.",391,391,56,147,,https://lain.bgm.tv/pic/crt/l/e7/cf/15939_crt_nR6O6.jpg,https://lain.bgm.tv/r/400/pic/crt/l/e7/cf/15939_crt_nR6O6.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/64627.jpg|https://s4.anilist.co/file/anilistcdn/character/large/64627.jpg|https://t.vndb.org/ch/04/47004.jpg,,White Waist Length+ Slim Pale Violet Dress Headband Teacher Gothic Hair Flower,https://anilist.co/character/64627,https://bgm.tv/character/15939,https://vndb.org/c38972,15939
bgm-bgm22063,vndb,12,8,,日和川旭,日和川 旭,Hiyorigawa Asahi,,女,O,,Galgame,Galgame,SNOW,,2003,Galgame,"[{""t"":""SNOW"",""cn"":"""",""ty"":""Galgame"",""y"":2003,""pop"":354},{""t"":""暗黒SNOW"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":17},{""t"":""SNOW"",""cn"":"""",""ty"":""Galgame"",""y"":2003,""pop"":0}]",突然出现在彼方面前的女孩子，是个除了精力旺盛外毫无优点的麻烦制造机。,354,0,354,4,,https://lain.bgm.tv/pic/crt/l/b9/0f/22063_crt_AQwwz.jpg,https://lain.bgm.tv/r/400/pic/crt/l/b9/0f/22063_crt_AQwwz.jpg,https://t.vndb.org/ch/03/11603.jpg,,Ahoge Long Green Slim Pale Cooking Doggy Style Blowjob Virgin Sex Red,,https://bgm.tv/character/22063,https://vndb.org/c10471,22063
vndb-c21833,vndb,12,8,,伊藤菖蒲,伊藤 あやめ,Itou Ayame,,女,O,,Galgame,Galgame,コープスパーティー 2 DEAD PATIENT,尸体派对2 死亡病患,2013,Galgame,,水无月学园高等部1年5组。15岁 コープスパーティー2 DEAD PATIENT 女主人公 故事发生时失去了包括自己的名字、朋友的长相与姓名等所有记忆。受到惊吓时会发出奇怪的叫声。不擅长应对恐怖片与鬼屋，很难适应吓人的东西。,245,0,245,2,,https://lain.bgm.tv/pic/crt/l/52/16/78234_crt_z0VT7.jpg,https://lain.bgm.tv/r/400/pic/crt/l/52/16/78234_crt_z0VT7.jpg,https://t.vndb.org/ch/08/27408.jpg,,White Short Slim Pale School Uniform Amnesia Blue Knee-high Socks Reserved Childhood Friend,,https://bgm.tv/character/78234,https://vndb.org/c21833,78234
bgm-bgm103999,vndb,12,8,,,鷺澤 有里咲,Sagisawa Arisa,,女,,,游戏|Galgame,Galgame,D.C.4 ～ダ・カーポ4～,,2019,Galgame,"[{""t"":""D.C.4 ～ダ・カーポ4～"",""cn"":"""",""ty"":""Galgame"",""y"":2019,""pop"":215},{""t"":""D.C.4 ～ダ・カーポ4～"",""cn"":"""",""ty"":""Galgame"",""y"":2019,""pop"":215},{""t"":""D.C.4 ～ダ・カーポ4～"",""cn"":"""",""ty"":""Galgame"",""y"":2019,""pop"":215},{""t"":""D.C.4 ～ダ・カーポ4～"",""cn"":"""",""ty"":""Galgame"",""y"":2019,""pop"":215},{""t"":""D.C.4 ～ダ・カーポ4～"",""cn"":"""",""ty"":""Galgame"",""y"":2019,""pop"":215},{""t"":""D.C.5 ～ダ・カーポ5～"",""cn"":"""",""ty"":""Galgame"",""y"":2023,""pop"":152}]",奇跡的な再会を果たしたサクラの国の魔法使い。 衝撃的な転入以来、有里栖にそっくりな遠縁として学園に通っており、仲間たちとも新たな絆を深めている。 お人好しで負けず嫌いで、学園生活を楽しみながらも、常坂家の大魔法使い・元からの挑戦を果たそうと、ふたりでの日々の修行は欠かしていない。,215,0,215,36,,https://lain.bgm.tv/pic/crt/l/13/a1/103999_crt_cHcCJ.jpg?r=1640342250,https://lain.bgm.tv/r/400/pic/crt/l/13/a1/103999_crt_cHcCJ.jpg?r=1640342250,https://t.vndb.org/ch/20/112820.jpg,,Waist Length+ Straight Teen Slim Pale School Uniform Magician Missionary Doggy Style Blowjob,,https://bgm.tv/character/103999,https://vndb.org/c93625,103999
