id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
al35253,anilist,2,1,1994,椎名真由理,椎名まゆり,Mayuri Shiina,Mayushii / Mayu / Lab Member 002 / Mayushii NyanNyan,女,O,16,动画|Galgame,动画,シュタインズ・ゲート,命运石之门,2011,动画,"[{""t"":""シュタインズ・ゲート"",""cn"":""命运石之门"",""ty"":""动画"",""y"":2011,""pop"":594688},{""t"":""シュタインズ・ゲート ゼロ"",""cn"":""命运石之门 0"",""ty"":""动画"",""y"":2018,""pop"":222572},{""t"":""劇場版 シュタインズゲート 負荷領域のデジャヴ"",""cn"":"""",""ty"":""动画"",""y"":2013,""pop"":140137},{""t"":""シュタインズ・ゲート 横行跋扈のポリオマニア"",""cn"":"""",""ty"":""动画"",""y"":2012,""pop"":115940},{""t"":""シュタインズ・ゲート 境界面上のミッシングリンク -Divide By Zero-"",""cn"":"""",""ty"":""动画"",""y"":2015,""pop"":83839},{""t"":""シュタインズ・ゲート ゼロ 結晶多形のバレンタイン"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":38492}]",私立花浅葱大学附属学园二年级。 保持着不紧不慢的行动和语调，是个一直挂着笑容的天然系角色。 相当能吃，即使吃很多还是很瘦。 虽然住在池袋，不过每天都去与学校和打工地点很近的未来道具研究所。 对冈伦的厨二病发言不装傻也不吐槽而是直接点头接受(直接忽视的次数也很多)。 虽然是未来道具研究所的成员，不过对于发明没有兴趣，所以转而制作 Cosplay 服。 但实际上做的只有女性服装，而且自己并不穿，最近正努力地在使漆原(伪娘)穿上自己制作的衣服。,16857,6150,16857,1010,,https://s4.anilist.co/file/anilistcdn/character/large/b35253-u6QVgLLyHq2W.png,https://s4.anilist.co/file/anilistcdn/character/medium/b35253-u6QVgLLyHq2W.png,https://t.vndb.org/ch/95/97195.jpg|https://lain.bgm.tv/r/400/pic/crt/l/b1/87/12381_crt_x2enE.jpg,,Black Blond Short Straight Teen Slim Pale School Uniform Student Blue,https://anilist.co/character/35253,https://bgm.tv/character/12381,https://vndb.org/c6491,12381
vndb-c156595,vndb,2,1,,冈崎汐,岡崎 汐,Okazaki Ushio,Shio,女,,,Galgame,Galgame,CLANNAD,,2004,Galgame,"[{""t"":""CLANNAD"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":11405},{""t"":""CLANNAD -クラナド- 光見守る坂道で"",""cn"":"""",""ty"":""Galgame"",""y"":2008,""pop"":698}]",朋也和渚所生的女儿，受外公古河秋生及外婆古河早苗扶养，小小年纪便养成坚强的个性。,11405,0,11405,484,,https://t.vndb.org/ch/92/40092.jpg,https://t.vndb.org/ch/92/40092.jpg,https://lain.bgm.tv/r/400/pic/crt/l/8f/96/1063_crt_bucd2.jpg?r=1692105588,#b6897d #5b475d #eed5c5 #d4d8e7 #ffffff,Brown Short Straight Brown Slim Pale Kid Coat Pajamas Scarf,,https://bgm.tv/character/1063,https://vndb.org/c15867,1063
vndb-c2932,vndb,2,1,,美坂栞,美坂 栞,Misaka Shiori,,女,AB,,Galgame,Galgame,Kanon,,1999,Galgame,,祐一的学妹，香里的妹妹。祐一和亚由跑到商店街外面时偶然相遇的少女。喜欢的食物是冰淇淋，就算是身处严冬的雪国还是能若无其事的吃香草冰淇淋。但是没办法吃咖哩，对辣的食物厌恶到称之为“人类的敌人”的地步。口头禅是“我讨厌说那种话的人”。从小身体孱弱，现在也是长期缺席没去上学。但是偶而会穿着便服溜进学校里。兴趣是素描，但是不擅长画人物画。另外，反应速度十分的慢，玩打地鼠之类的游戏时连一次也打不到(后来有所进步)。,4394,0,4394,178,,https://t.vndb.org/ch/26/38226.jpg,https://t.vndb.org/ch/26/38226.jpg,https://lain.bgm.tv/r/400/pic/crt/l/4d/bc/1000_crt_0YkG5.jpg?r=1523159719,#523a30 #916b57 #baada3 #e0d8d0 #f4f4f3 #ffffff,Brown Bob Cut Short Straight Teen Slim Pale School Uniform Cooking Missionary,,https://bgm.tv/character/1000,https://vndb.org/c2932,1000
vndb-c85776,vndb,2,1,,,天乃間 風太,Amanoma Fuuta,Person of Interest I / ピュータ / Pewter,男,,,Galgame,Galgame,AI：ソムニウム ファイル,AI：梦境档案,2019,Galgame,"[{""t"":""AI：ソムニウム ファイル"",""cn"":""AI：梦境档案"",""ty"":""Galgame"",""y"":2019,""pop"":4117},{""t"":""AI: ソムニウムファイル ニルヴァーナイニシアチブ"",""cn"":""AI：梦境档案 涅槃肇始"",""ty"":""Galgame"",""y"":2022,""pop"":1753},{""t"":""伊達鍵は眠らない – From AI：ソムニウムファイル"",""cn"":""无法成眠的伊达键 - From AI：梦境档案"",""ty"":""Galgame"",""y"":2025,""pop"":276}]","Futa Amanoma Male 36 (AI-AINS) | 37 (AINI Past) | 43 (AINI Present) February 1 ABIS Engineer Multiples of 16, Chairs, Tokoroten, Amore Bugs, Cats, Conservatives, Cyclopes Working with machines, Collecting doujins, Imitating Magical girls Bu…",4117,0,4117,0,,https://t.vndb.org/ch/04/135604.jpg,https://t.vndb.org/ch/04/135604.jpg,,#394735 #7d8c69 #b7b4ac #d9d6d2 #ffffff,Short Pale Green Trench Coat Glasses Gloves Handgun Boku Reserved Drinking,,,https://vndb.org/c85776,
vndb-c48062,vndb,2,1,,小森江铃,小森江 すず,Komorie Suzu,Komorie Sister the Second / Suzu-peen,女,,,Galgame,Galgame,スキとスキとでサンカク恋愛,青春×好奇相伴的三角恋爱,2016,Galgame,,学園1年生で、七瑠と同じクラスに編入する。 幼少期に離れ離れになって以降もずっと兄のことを慕っていた一途な妹。 七瑠とは対照的におとなしく、温かい雰囲気を持っている。 天然な面があるものの、基本的にはスペックの高い妹。 「やっと…… やっと会えたね、兄さん」,2545,0,2545,32,,https://t.vndb.org/ch/27/57627.jpg,https://t.vndb.org/ch/27/57627.jpg,https://lain.bgm.tv/r/400/pic/crt/l/4b/a0/45041_crt_suWLU.jpg,#935976 #e4a491 #faecdb #d2c3ca #efedf1 #ffffff,Brown Shoulder-length Straight Teen Slim Pale Hard Worker Cooking Missionary Cowgirl,,https://bgm.tv/character/45041,https://vndb.org/c48062,45041
vndb-c8825,vndb,2,1,,,ルセリア・フォン・ディアマンテ,Luceria von Diamante,Ruseria von Diamante / Russelior von Diamante,女,,,Galgame,Galgame,巨乳ファンタジー,,2009,Galgame,"[{""t"":""巨乳ファンタジー"",""cn"":"""",""ty"":""Galgame"",""y"":2009,""pop"":1828},{""t"":""巨乳ファンタジー外伝"",""cn"":"""",""ty"":""Galgame"",""y"":2011,""pop"":896},{""t"":""巨乳ファンタジー外伝2"",""cn"":"""",""ty"":""Galgame"",""y"":2013,""pop"":640},{""t"":""巨乳ファンタジー デジタルノベライズ版"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":38}]","Princess of Edellant Kingdom. Princess of the Kingdom of Edellant, Luceria is a kind but sheltered girl who has lived an uneventful life in Shoenburg Castle without any friends besides Emeralia.",1828,0,1828,0,1,https://t.vndb.org/ch/23/46023.jpg,https://t.vndb.org/ch/23/46023.jpg,,#cd999f #906273 #f1d4cc #000000,Blond Long Wavy Pale Doggy Style Cowgirl Blowjob Sixty-nine Virgin Sex Grey,,,https://vndb.org/c8825,
vndb-c40128,vndb,2,1,,,山田 陽南,Yamada Hinami,Hinamin,女,,,Galgame,Galgame,見上げてごらん、夜空の星を,,2015,Galgame,"[{""t"":""見上げてごらん、夜空の星を"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1628},{""t"":""見上げてごらん、夜空の星を FINE DAYS"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":541},{""t"":""見上げてごらん、夜空の星を Interstellar Focus"",""cn"":"""",""ty"":""Galgame"",""y"":2018,""pop"":221}]",Korona's friend who's quite eccentric. To this day Akito and the others still don't know what she's thinking. She's interested in astronomy.,1628,0,1628,0,,https://t.vndb.org/ch/12/53912.jpg,https://t.vndb.org/ch/12/53912.jpg,,#5b3e36 #a8b5c1 #eeddcb #837d84 #eaeced #ffffff,Blue Ahoge Twin Tails Long Teen Slim Pale School Uniform Sweater Virgin Sex,,,https://vndb.org/c40128,
vndb-c1348,vndb,2,1,,,九条 氷,Kujou Koori,,女,A,,Galgame,Galgame,ひなたぼっこ,,2004,Galgame,"[{""t"":""ひなたぼっこ"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":1267},{""t"":""ひなたると～ひなたぼっこファンディスク～"",""cn"":"""",""ty"":""Galgame"",""y"":2005,""pop"":31}]","Natsuki's childhood friend. Attended the same school and later, college. Refreshing, unhesitating and accurate, doesn't like others that make mistakes. Her personality changes when she is with Natsuki.",1267,0,1267,0,,https://t.vndb.org/ch/91/1391.jpg,https://t.vndb.org/ch/91/1391.jpg,,#5e5565 #959da6 #ece8e2 #c6c4c7 #f8f9f6,Blue Ponytail Brown Slim Uniform Sweater Doggy Style Virgin Sex Young-adult Shirt,,,https://vndb.org/c1348,
al15164,anilist,2,1,,,アイリスフィール・フォン・アインツベルン,Irisviel von Einzbern,Iri,女,,,动画,动画,Fate/Zero,Fate/Zero,2011,动画,"[{""t"":""Fate/Zero"",""cn"":""Fate/Zero"",""ty"":""动画"",""y"":2011,""pop"":348087},{""t"":""Fate/Zero 2ndシーズン"",""cn"":"""",""ty"":""动画"",""y"":2012,""pop"":242356},{""t"":""Fate/kaleid liner プリズマ☆イリヤ"",""cn"":"""",""ty"":""动画"",""y"":2013,""pop"":71104},{""t"":""カーニバル・ファンタズム"",""cn"":""幻想嘉年华"",""ty"":""动画"",""y"":2011,""pop"":59282},{""t"":""Fate/kaleid linerプリズマ☆イリヤ ツヴァイ！"",""cn"":"""",""ty"":""动画"",""y"":2014,""pop"":44840},{""t"":""Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！"",""cn"":"""",""ty"":""动画"",""y"":2015,""pop"":38995}]",158 cm Irisviel von Einzbern is the partner of [Saber](//anilist.co/character/497/Pendragon-Artoria) as well as the intended vessel for the Holy Grail.,1153,1153,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b15164-BPfYcnNR3PwN.png,https://s4.anilist.co/file/anilistcdn/character/medium/b15164-BPfYcnNR3PwN.png,,,,https://anilist.co/character/15164,,,
vndb-c22037,vndb,2,1,,,考崎 千鳥,Takasaki Chidori,Chidorin,女,,,Galgame,Galgame,FLOWERS -Le volume sur été-,,2015,Galgame,"[{""t"":""FLOWERS -Le volume sur été-"",""cn"":"""",""ty"":""Galgame"",""y"":2015,""pop"":1131},{""t"":""FLOWERS -Le volume sur automne-"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":834},{""t"":""FLOWERS -Le volume sur hiver-"",""cn"":"""",""ty"":""Galgame"",""y"":2017,""pop"":655}]","An eccentric ballet celebrity. Thought of as unapproachable since her emotions don't show on her face, she often causes unnecessary drama because of her tendency to ask questions about things she shouldn't.",1131,0,1131,0,,https://t.vndb.org/ch/32/43132.jpg,https://t.vndb.org/ch/32/43132.jpg,,#a2a197 #d6cec3 #f5ede0 #757777 #ffffff,Bun Shoulder-length Straight Green Slim Pale School Uniform Hard Worker Student Green,,,https://vndb.org/c22037,
