id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
vndb-c9895,vndb,9,1,,,南條・M・虎子,Nanjou Michelle Torako,Captain of the ropes club / Koppou-bu Shushou / Nanjou M. Torako / 骨法部主将,女,AB,,Galgame,Galgame,真剣で私に恋しなさい！,认真和我恋爱！！,2009,Galgame,"[{""t"":""真剣で私に恋しなさい！"",""cn"":""认真和我恋爱！！"",""ty"":""Galgame"",""y"":2009,""pop"":9401},{""t"":""真剣で私に恋しなさい！S"",""cn"":""认真和我恋爱！S"",""ty"":""Galgame"",""y"":2012,""pop"":5025},{""t"":""真剣で私に恋しなさい！A-3"",""cn"":"""",""ty"":""Galgame"",""y"":2014,""pop"":1374},{""t"":""真剣で私に恋しなさい！A-5"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":791},{""t"":""真剣で私に恋しなさい！Ａ プラスディスク"",""cn"":"""",""ty"":""Galgame"",""y"":2016,""pop"":286},{""t"":""みなとカーニバルＦＤ"",""cn"":"""",""ty"":""Galgame"",""y"":2017,""pop"":80}]",川神学園生徒会長。 骨法の使い手であり、素早い踏み込みからの肘打ちや両足を使った飛び蹴りが得意。骨法部の部長も兼任している。 そのエキセントリックな言動に目を奪われがちだが面倒身の良い、人なつっこい女の子。 アクセサリなどを作るのも得意で依頼客は数ヶ月先まで埋まっている。こういう所から 女性の支持層が厚く、また男子から見ても、濃いキャラなので顔を覚えやすい。こいうあたり で選挙が有利に働き、生徒会長の座を掴んでいる。アウトドアが趣味で、まれに翔一とは 鉢合わせたりしている。,9401,0,9401,3,,https://t.vndb.org/ch/83/75683.jpg,https://t.vndb.org/ch/83/75683.jpg,https://lain.bgm.tv/r/400/pic/crt/l/07/dc/117964_crt_Q9Il1.jpg,#453139 #8f7f85 #c6bbc3 #dcdde8 #f1f2f6 #ffffff,Violet Ahoge Twin Tails Waist Length+ Straight Teen Slim School Uniform Blowjob Virgin Sex,,https://bgm.tv/character/117964,https://vndb.org/c9895,117964
vndb-c26326,vndb,9,1,,伊藤真二,伊藤 真二,Itou Shinji,,男,,,Galgame,Galgame,CHAOS;CHILD,混沌子,2014,Galgame,"[{""t"":""CHAOS;CHILD"",""cn"":""混沌子"",""ty"":""Galgame"",""y"":2014,""pop"":5122},{""t"":""カオスチャイルド らぶchu☆chu!!"",""cn"":"""",""ty"":""Galgame"",""y"":2017,""pop"":133}]",18岁。拓留的同班同学、挚友同时也是新闻部部员。 是个猎奇迷，也对「新时代的狂气的再次来临」充满了兴趣，与拓留一同追踪着事件之谜。,5122,0,5122,16,,https://t.vndb.org/ch/77/206577.jpg,https://t.vndb.org/ch/77/206577.jpg,https://lain.bgm.tv/r/400/pic/crt/l/6b/90/34699_crt_yr0ra.jpg,#2e2a32 #7a696e #c7b6ad #ece0d0 #ffffff,Black Short Straight Brown Teen Slim Pale Trousers Red Shirt,,https://bgm.tv/character/34699,https://vndb.org/c26326,34699
vndb-c68283,vndb,9,1,,加藤羽未,加藤 うみ,Katou Umi,鷹原 羽未 / Takahara Umi,女,,,Galgame,Galgame,Summer Pockets,夏日口袋,2018,Galgame,"[{""t"":""Summer Pockets"",""cn"":""夏日口袋"",""ty"":""Galgame"",""y"":2018,""pop"":4738},{""t"":""Summer Pockets"",""cn"":""夏日口袋"",""ty"":""Galgame"",""y"":2018,""pop"":4738},{""t"":""Summer Pockets"",""cn"":""夏日口袋"",""ty"":""Galgame"",""y"":2018,""pop"":4738},{""t"":""Summer Pockets"",""cn"":""夏日口袋"",""ty"":""Galgame"",""y"":2018,""pop"":4738}]",原画：Na-Ga CV：田中あいみ,4738,0,4738,409,,https://t.vndb.org/ch/68/82268.jpg,https://t.vndb.org/ch/68/82268.jpg,https://lain.bgm.tv/r/400/pic/crt/l/8c/96/61419_crt_tHS5A.jpg?r=1726458548,#8e567e #ce90af #e8cad2 #f6e9e5 #f9f6f8,Violet Twin Tails Long Wavy Slim Pale Cooking Black Kid Dress,,https://bgm.tv/character/61419,https://vndb.org/c68283,61419
vndb-c4677,vndb,9,1,,枯叶,カレハ,Kareha,,女,,,Galgame,Galgame,SHUFFLE!,,2004,Galgame,"[{""t"":""SHUFFLE!"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":4051},{""t"":""SHUFFLE!"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":4051},{""t"":""SHUFFLE!"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":4051},{""t"":""SHUFFLE!"",""cn"":"""",""ty"":""Galgame"",""y"":2004,""pop"":4051},{""t"":""Really? Really!"",""cn"":"""",""ty"":""Galgame"",""y"":2006,""pop"":443},{""t"":""SHUFFLE! Love Rainbow"",""cn"":"""",""ty"":""Galgame"",""y"":2011,""pop"":72}]","Kareha is a god who is Asa's friend and classmate; consequently, the two are often seen together. She has a catchphrase of saying ""Maa! Maa!! Maa!!!"" (translated ""My!! My!!",4051,0,4051,14,,https://t.vndb.org/ch/34/4734.jpg,https://t.vndb.org/ch/34/4734.jpg,https://lain.bgm.tv/r/400/pic/crt/l/57/f0/3399_crt_anidb.jpg,#c7aa65 #745e50 #ddceb3 #f2ece1 #ffffff,Blond Waist Length+ Wavy Curtained Teen Slim Pale Cooking Cowgirl Blowjob,,https://bgm.tv/character/3399,https://vndb.org/c4677,3399
al179810,anilist,9,1,,,波岐逸臣,Itsuomi Nagi,Itsu,男,O,22,动画|漫画,动画,ゆびさきと恋々,,2024,动画,"[{""t"":""ゆびさきと恋々"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":139877},{""t"":""ゆびさきと恋々"",""cn"":"""",""ty"":""漫画"",""y"":2019,""pop"":36241},{""t"":""ゆびさきぷち"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":1210}]","Yuki's university senior and a member of the International Club/Circle. He knows 3 German, English and Japanese. He also likes journeys around the world and communicating with children.",1891,1891,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b179810-E34imq24Z2Gw.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b179810-E34imq24Z2Gw.jpg,,,,https://anilist.co/character/179810,,,
al382,anilist,9,1,,,アリス・キャロル,Alice Carroll,Kohai-chan,女,B,14,动画|漫画,动画,ARIA The ANIMATION,,2005,动画,"[{""t"":""ARIA The ANIMATION"",""cn"":"""",""ty"":""动画"",""y"":2005,""pop"":56358},{""t"":""ARIA The ORIGINATION"",""cn"":"""",""ty"":""动画"",""y"":2008,""pop"":36741},{""t"":""ARIA The NATURAL"",""cn"":"""",""ty"":""动画"",""y"":2006,""pop"":24710},{""t"":""ARIA"",""cn"":"""",""ty"":""漫画"",""y"":2002,""pop"":18234},{""t"":""ARIA The OVA ~ARIETTA~"",""cn"":"""",""ty"":""动画"",""y"":2007,""pop"":13326},{""t"":""ARIA The AVVENIRE"",""cn"":"""",""ty"":""动画"",""y"":2015,""pop"":12032}]","145 cm A girl introduced in volume 3, Alice is a trainee for Orange Planet, a company who currently holds the first place in the water guide business.",1002,1002,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b382-vEjUZDfwwsdY.png,https://s4.anilist.co/file/anilistcdn/character/medium/b382-vEjUZDfwwsdY.png,,,,https://anilist.co/character/382,,,
vndb-c18940,vndb,9,1,,,横山 やす子,Yokoyama Yasuko,,女,B,,Galgame,Galgame,終ノ空,,1999,Galgame,,,882,0,882,0,1,https://t.vndb.org/ch/41/23641.jpg,https://t.vndb.org/ch/41/23641.jpg,,#8a9a5b #395c44 #f3cfb5 #a0d2c7 #eaeaea #ffffff,Blond Brown Curtained Short Straight Teen Slim Pale School Uniform Cowgirl,,,https://vndb.org/c18940,
al20295,anilist,9,1,,,ジュエリー・ボニー,Jewelry Bonney,The Glutton / Big Eater,女,F,22-,动画|漫画,动画,ONE PIECE,航海王,1999,动画,"[{""t"":""ONE PIECE"",""cn"":""航海王"",""ty"":""动画"",""y"":1999,""pop"":750384},{""t"":""ONE PIECE"",""cn"":""航海王"",""ty"":""漫画"",""y"":1997,""pop"":232766},{""t"":""ONE PIECE STAMPEDE"",""cn"":""航海王：狂热行动"",""ty"":""动画"",""y"":2019,""pop"":62019},{""t"":""HUNGRY DAYS　アオハルかよ。"",""cn"":"""",""ty"":""动画"",""y"":2017,""pop"":3093},{""t"":""ONE PIECE×可哀想に！～この帽子を お前に預ける～"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":772}]","Bonney Pirates; Supernovas Pirate; Captain 174 cm (5'8"") ~! 320,000,000 (140,000,000)!~ Jewelry Bonney is the captain of the Bonney Pirates and a South Blue native. Her bounty is 140 million beli, and is one of the 11 Supernovas.",781,781,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b20295-LqpG4Y3HkKxu.png,https://s4.anilist.co/file/anilistcdn/character/medium/b20295-LqpG4Y3HkKxu.png,,,,https://anilist.co/character/20295,,,
al140381,anilist,9,1,1996,,홍재열,Jae-Yeol Hong,Jay Hong,男,,17-18,动画|漫画,动画,외모지상주의,,2022,动画,"[{""t"":""외모지상주의"",""cn"":"""",""ty"":""动画"",""y"":2022,""pop"":50049},{""t"":""외모지상주의"",""cn"":"""",""ty"":""漫画"",""y"":2014,""pop"":45766}]","172 cm (5’7”) Steve Hong (father), [Joy Hong](//anilist.co/character/176782/Hong-Jae-Hye) (sister), Kitae Hong (brother) Jae-Yeol is a student in the fashion department at Jae Won High School.",607,607,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b140381-nbphgP8PnenT.png,https://s4.anilist.co/file/anilistcdn/character/medium/b140381-nbphgP8PnenT.png,,,,https://anilist.co/character/140381,,,
al124579,anilist,9,1,,,斉藤恵那,Ena Saitou,,女,,,动画,动画,ゆるキャン△,摇曳露营△,2018,动画,"[{""t"":""ゆるキャン△"",""cn"":""摇曳露营△"",""ty"":""动画"",""y"":2018,""pop"":166354},{""t"":""ゆるキャン△ SEASON２"",""cn"":"""",""ty"":""动画"",""y"":2021,""pop"":78831},{""t"":""映画 ゆるキャン△"",""cn"":""电影 摇曳露营△"",""ty"":""动画"",""y"":2022,""pop"":39410},{""t"":""ゆるキャン△ SEASON３"",""cn"":"""",""ty"":""动画"",""y"":2024,""pop"":37224},{""t"":""へやキャン△"",""cn"":""房间露营△"",""ty"":""动画"",""y"":2020,""pop"":33750},{""t"":""ゆるキャン△ OVA"",""cn"":"""",""ty"":""动画"",""y"":2018,""pop"":23212}]","Rin’s friend, a free spirited person who goes at her own pace. She’s not a member of the outdoor crew, but she occasionally shows interest in their activities. She also gives casual advice to Rin, who is bad at dealing with people.",453,453,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b124579-xRtRfeogX1uO.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b124579-xRtRfeogX1uO.jpg,,,,https://anilist.co/character/124579,,,
