id,src,month,day,year,name_cn,name_native,name_romaji,alt_names,gender,blood,age,types,ptype,work,work_cn,work_year,work_fmt,works,summary,heat,fav,votes,collects,nsfw,image,thumb,alts,palette,tags,url_al,url_bgm,url_vndb,bgm_id
vndb-c758,vndb,11,1,,御门椎名,,Shiina Mikado,Misha / ミーシャ / Miisha,女,AB,,Galgame,Galgame,Katawa Shoujo,,2009,Galgame,,ミーシャは静音の通訳、かつ生徒会のメンバーである。陽気で茶目っ気があり、本音を決して隠さない彼女は、久夫を生徒会に引き込もうとする静音に喜んで協力する。,18528,0,18528,3,,https://t.vndb.org/ch/51/17351.jpg,https://t.vndb.org/ch/51/17351.jpg,https://lain.bgm.tv/r/400/pic/crt/l/e4/97/63777_crt_guduv.jpg,#58503a #443c2a #6b694e #968f7e #d4b5b6 #eff0f0,Brown Pink Bob Cut Long Waist Length+ Wavy Brown Teen Pale School Uniform,,https://bgm.tv/character/63777,https://vndb.org/c758,63777
vndb-c3794,vndb,11,1,,久远寺梦,久遠寺 夢,Kuonji Yume,夢っち / Yumecchi,女,AB,,Galgame,Galgame,真剣で私に恋しなさい！,认真和我恋爱！！,2009,Galgame,"[{""t"":""真剣で私に恋しなさい！"",""cn"":""认真和我恋爱！！"",""ty"":""Galgame"",""y"":2009,""pop"":9401},{""t"":""君が主で執事が俺で"",""cn"":""你是主人我是仆"",""ty"":""Galgame"",""y"":2007,""pop"":228}]",三姐妹中的幺女。性格温和，爱好平稳的生活。最喜欢的事情是打扮和收集漫画。内心非常地尊敬经历过世间风霜的南斗星，两人的感情也很好，经常粘在一起。 因为擅长马拉松所以隶属于陆上部，主修长跑。 可能是性格关系，和任何人都能主动的打招呼、由于相当被大家信赖所以担任下了部长的责任。,9401,0,9401,12,,https://t.vndb.org/ch/93/21293.jpg,https://t.vndb.org/ch/93/21293.jpg,https://lain.bgm.tv/r/400/pic/crt/l/d3/8e/3475_crt_anidb.jpg,#9f5461 #cf8c90 #e6c9c1 #f0e5de #f8f6f3 #ffffff,Pink Ahoge Hime Cut Waist Length+ Straight Teen Slim Pale Orphan Missionary,,https://bgm.tv/character/3475,https://vndb.org/c3794,3475
al1424,anilist,11,1,1985,冈崎真一,岡崎真一,Shinichi Okazaki,Shin,男,AB,15-22,动画|漫画,动画,NANA-ナナ-,NANA ～世上的另一个我～,2006,动画,"[{""t"":""NANA-ナナ-"",""cn"":""NANA ～世上的另一个我～"",""ty"":""动画"",""y"":2006,""pop"":207770},{""t"":""NANA"",""cn"":"""",""ty"":""漫画"",""y"":2000,""pop"":58434}]",3巻初登場から12巻まで15歳（当初は兄のプロフィールを利用し18歳と偽っていた）。現時点で16歳。 ブラストのベーシスト。通称シン。レイラや凌子によると生まれ育った故郷はスウェーデン（17巻で判明）。母親はシンが生まれてまもなく自殺して亡くなり、父からは邪険な扱いを受けるなど複雑な家庭に育つ。自分の容姿が純粋な日本人とは違っている事をずっと不思議に思っていたが、詳しい事は自分自身も分かっていない。クールで大人びた雰囲気の一方、子供っぽい一面も。,3278,3278,0,20,,https://s4.anilist.co/file/anilistcdn/character/large/b1424-dcHnhsX7XfrP.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b1424-dcHnhsX7XfrP.jpg,https://lain.bgm.tv/r/400/pic/crt/l/01/d4/16928_crt_5g9Z9.jpg,,,https://anilist.co/character/1424,https://bgm.tv/character/16928,,16928
vndb-c1585,vndb,11,1,,麻生莲治,麻生 蓮治,Asou Renji,,男,B,,Galgame,Galgame,ef - a fairy tale of the two.,,2006,Galgame,"[{""t"":""ef - a fairy tale of the two."",""cn"":"""",""ty"":""Galgame"",""y"":2006,""pop"":2878},{""t"":""ef - a fairy tale of the two."",""cn"":"""",""ty"":""Galgame"",""y"":2006,""pop"":2878},{""t"":""ef - a fairy tale of the two."",""cn"":"""",""ty"":""Galgame"",""y"":2006,""pop"":2878},{""t"":""ef - a fairy tale of the two."",""cn"":"""",""ty"":""Galgame"",""y"":2006,""pop"":2878},{""t"":""天使の日曜日 “ef - a fairy tale of the two.” Pleasurable Box."",""cn"":"""",""ty"":""Galgame"",""y"":2010,""pop"":107},{""t"":""天使の日曜日「続・プリンセスサマー」Angel's Holiday - another story, for BugBug."",""cn"":"""",""ty"":""Galgame"",""y"":2011,""pop"":20}]",父亲是德国建筑师。从国外转学，喜欢阅读原文小说。第三章的男主角。,2878,0,2878,18,,https://t.vndb.org/ch/29/1629.jpg,https://t.vndb.org/ch/29/1629.jpg,https://lain.bgm.tv/r/400/pic/crt/l/18/6f/610_crt_x2rqF.jpg,#786966 #413b3a #b5abaa #e6ddd8 #ffffff,Brown Ahoge Short Straight Teen Slim Pale Trousers Proactive Cooking,,https://bgm.tv/character/610,https://vndb.org/c1585,610
vndb-c2919,vndb,11,1,,,桜庭 玉藻,Sakuraba Tamamo,Lucky Tammy / Princess,女,A,,Galgame,Galgame,大図書館の羊飼い,,2013,Galgame,"[{""t"":""大図書館の羊飼い"",""cn"":"""",""ty"":""Galgame"",""y"":2013,""pop"":2275},{""t"":""大図書館の羊飼い -Dreaming Sheep-"",""cn"":"""",""ty"":""Galgame"",""y"":2014,""pop"":383},{""t"":""大図書館の羊飼い ～放課後しっぽデイズ～"",""cn"":"""",""ty"":""Galgame"",""y"":2013,""pop"":346}]","Precise 161.7 cm Tamamo is a close friend of Tsugumi's, and works as the recruiter for the library club. She handles most of the administrative work and scheduling, and often leads off-topic discussions between members back on topic.",2275,0,2275,0,,https://t.vndb.org/ch/24/10224.jpg,https://t.vndb.org/ch/24/10224.jpg,,#6e3948 #ac7d86 #d8bfc3 #f2e7e5 #fbf7f5,Black Ponytail Waist Length+ Straight Teen Slim Pale Proactive Hard Worker Cooking,,,https://vndb.org/c2919,
vndb-c14510,vndb,11,1,,,三ノ宮 ルイーズ 優衣,Sannomiya Louise Yui,サリュ / Salyu / 優衣 / Yui,女,A,,Galgame,Galgame,ルートダブル -Before Crime * After Days-,,2012,Galgame,,"November 1, 2016 (Scorpius) Blood A+ Rokumei City Private Academy High School Section, Class 1-B Very High Physical Greater than it looks (she's particularly good at aikido-esque techniques) Reading (especially sci-fi novels) Sci-fi works,…",2234,0,2234,0,,https://t.vndb.org/ch/66/197066.jpg,https://t.vndb.org/ch/66/197066.jpg,,#40576a #c99987 #ebc5ac #f2e6d2 #fcf8e5 #ffffff,Blond Waist Length+ Curtained Straight Teen Slim Pale School Uniform Cooking Fighting,,,https://vndb.org/c14510,
al124546,anilist,11,1,,,小淵沢報瀬,Shirase Kobuchizawa,Antarctica / @srs_kobuchizawa,女,B,,动画|漫画,动画,宇宙よりも遠い場所,比宇宙更远的地方,2018,动画,"[{""t"":""宇宙よりも遠い場所"",""cn"":""比宇宙更远的地方"",""ty"":""动画"",""y"":2018,""pop"":166665},{""t"":""宇宙よりも遠い場所"",""cn"":""比宇宙更远的地方"",""ty"":""漫画"",""y"":2017,""pop"":2062}]","163 cm (5'5) A second-year high school student who attends the same school as [Kimari](//anilist.co/character/124545/Tamaki-Mari). She is a black-haired beauty that turns heads, but she is shy and not good at conversation.",1743,1743,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b124546-m2grkrB5gfCJ.png,https://s4.anilist.co/file/anilistcdn/character/medium/b124546-m2grkrB5gfCJ.png,,,,https://anilist.co/character/124546,,,
al173761,anilist,11,1,,,好本静,Shizuka Yoshimoto,,女,,15-16,动画|漫画|轻小说,动画,君のことが大大大大大好きな100人の彼女,超超超超超喜欢你的100个女朋友,2023,动画,"[{""t"":""君のことが大大大大大好きな100人の彼女"",""cn"":""超超超超超喜欢你的100个女朋友"",""ty"":""动画"",""y"":2023,""pop"":133315},{""t"":""君のことが大大大大大好きな100人の彼女 第2期"",""cn"":"""",""ty"":""动画"",""y"":2025,""pop"":78811},{""t"":""君のことが大大大大大好きな100人の彼女 第3期"",""cn"":"""",""ty"":""动画"",""y"":2026,""pop"":39572},{""t"":""君のことが大大大大大好きな100人の彼女"",""cn"":""超超超超超喜欢你的100个女朋友"",""ty"":""漫画"",""y"":2019,""pop"":38995},{""t"":""君のことが大大大大大好きな１００人の彼女 番外恋物語 ～ シークレットラブストーリー ～"",""cn"":"""",""ty"":""轻小说"",""y"":2023,""pop"":669},{""t"":""君のことが大大大大大好きな100人の彼女 番外編"",""cn"":"""",""ty"":""漫画"",""y"":2021,""pop"":563}]",Dandere First-Year High School Student Chapter 3 **Girlfriend No. 003** Shizuka is rather timid especially given her rather quiet or mute voice which makes her rather distant from other people.,1276,1276,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b173761-1FcQvX74KVW7.png,https://s4.anilist.co/file/anilistcdn/character/medium/b173761-1FcQvX74KVW7.png,,,,https://anilist.co/character/173761,,,
al81753,anilist,11,1,,,名瀬美月,Mitsuki Nase,,女,AB,16-17,动画,动画,境界の彼方,境界的彼方,2013,动画,"[{""t"":""境界の彼方"",""cn"":""境界的彼方"",""ty"":""动画"",""y"":2013,""pop"":279933},{""t"":""劇場版 境界の彼方 I'LL BE HERE 未来篇"",""cn"":"""",""ty"":""动画"",""y"":2015,""pop"":69022},{""t"":""劇場版 境界の彼方 I'LL BE HERE 過去篇"",""cn"":"""",""ty"":""动画"",""y"":2015,""pop"":41102},{""t"":""境界の彼方＃0 東雲"",""cn"":"""",""ty"":""动画"",""y"":2014,""pop"":38118},{""t"":""境界の彼方 ミニ劇場"",""cn"":"""",""ty"":""动画"",""y"":2014,""pop"":14333},{""t"":""きょうかいのかなた アイドル裁判！～迷いながらも君を裁く民～"",""cn"":""境界的彼方 偶像裁判 ～即使迷茫也要制裁之民～"",""ty"":""动画"",""y"":2013,""pop"":9141}]","165 cm (5'5"") Nase Mitsuki is the sadistic second daughter of the famous underworlder Nase household. She is with [Akihito](//anilist.co/character/81757/Kanbara-Akihito) in order to observe him, but she is in fact very worried about him.",952,952,0,0,,https://s4.anilist.co/file/anilistcdn/character/large/b81753-lsPYVQvvD1TZ.png,https://s4.anilist.co/file/anilistcdn/character/medium/b81753-lsPYVQvvD1TZ.png,,,,https://anilist.co/character/81753,,,
vndb-c1166,vndb,11,1,,,イシュタル,Ishtar,,女,O,,Galgame,Galgame,I/O,,2006,Galgame,,"Protagonist of Route C, a young woman standing in solitude. She is searching for someone important. Compared to Ishtar of Route B, she seems rather cold and aloof.",941,0,941,0,,https://t.vndb.org/ch/89/16389.jpg,https://t.vndb.org/ch/89/16389.jpg,,#2b323e #6f707a #a6a4ad #d0ccd1 #f1eeef #ffffff,Black Brown Slim Pale Trousers Amnesia Young-adult Earrings Jacket Boots,,,https://vndb.org/c1166,
